"INSEE";"DEPT";"NUMCANTON"
"08189";"08";"25"
"08190";"08";"11"
"08191";"08";"26"
"08192";"08";"07"
"08193";"08";"02"
"08194";"08";"26"
"08195";"08";"01"
"08196";"08";"19"
"08197";"08";"12"
"08198";"08";"12"
"08199";"08";"37"
"08200";"08";"31"
"08201";"08";"28"
"08202";"08";"24"
"08203";"08";"09"
"08204";"08";"30"
"08205";"08";"19"
"08206";"08";"22"
"08207";"08";"11"
"08208";"08";"25"
"08209";"08";"09"
"08210";"08";"06"
"08211";"08";"21"
"08212";"08";"22"
"08214";"08";"10"
"08215";"08";"03"
"08216";"08";"22"
"08217";"08";"16"
"08218";"08";"16"
"08219";"08";"06"
"08220";"08";"14"
"08222";"08";"10"
"08223";"08";"04"
"08225";"08";"06"
"08226";"08";"11"
"08228";"08";"20"
"08229";"08";"01"
"08230";"08";"32"
"08232";"08";"26"
"08233";"08";"03"
"08234";"08";"06"
"08235";"08";"37"
"08236";"08";"28"
"08237";"08";"34"
"08238";"08";"30"
"08239";"08";"13"
"08240";"08";"19"
"08242";"08";"16"
"08243";"08";"28"
"08244";"08";"30"
"08245";"08";"12"
"08246";"08";"03"
"08247";"08";"11"
"08248";"08";"28"
"08249";"08";"24"
"08250";"08";"14"
"08251";"08";"25"
"08252";"08";"18"
"08254";"08";"25"
"08255";"08";"04"
"08256";"08";"17"
"08257";"08";"25"
"08259";"08";"31"
"08260";"08";"22"
"08261";"08";"08"
"08262";"08";"19"
"08263";"08";"37"
"08264";"08";"14"
"08267";"08";"18"
"08268";"08";"21"
"08269";"08";"04"
"08271";"08";"17"
"08272";"08";"28"
"08273";"08";"25"
"08274";"08";"12"
"08275";"08";"04"
"08276";"08";"04"
"08277";"08";"25"
"08278";"08";"30"
"08279";"08";"31"
"08280";"08";"17"
"08281";"08";"04"
"08282";"08";"24"
"08283";"08";"20"
"08284";"08";"22"
"08286";"08";"13"
"08287";"08";"13"
"08288";"08";"19"
"08289";"08";"04"
"08291";"08";"04"
"08293";"08";"04"
"08294";"08";"27"
"08295";"08";"09"
"08296";"08";"17"
"08297";"08";"22"
"08298";"08";"05"
"08300";"08";"21"
"08301";"08";"08"
"08302";"08";"16"
"08303";"08";"17"
"08304";"08";"10"
"08305";"08";"20"
"08306";"08";"23"
"08307";"08";"07"
"08308";"08";"17"
"08309";"08";"14"
"08310";"08";"12"
"08311";"08";"18"
"08312";"08";"22"
"08313";"08";"23"
"08314";"08";"13"
"08315";"08";"28"
"08316";"08";"34"
"08317";"08";"21"
"08318";"08";"29"
"08319";"08";"29"
"08320";"08";"13"
"08321";"08";"30"
"08322";"08";"15"
"08323";"08";"19"
"08324";"08";"19"
"08325";"08";"08"
"08326";"08";"03"
"08327";"08";"09"
"08328";"08";"34"
"08329";"08";"19"
"08330";"08";"23"
"08331";"08";"36"
"08332";"08";"03"
"08333";"08";"12"
"08334";"08";"09"
"08335";"08";"20"
"08336";"08";"04"
"08338";"08";"14"
"08339";"08";"13"
"08340";"08";"01"
"08341";"08";"20"
"08342";"08";"27"
"08343";"08";"27"
"08344";"08";"25"
"08346";"08";"15"
"08347";"08";"04"
"08348";"08";"19"
"08349";"08";"04"
"08350";"08";"31"
"08351";"08";"14"
"08352";"08";"28"
"08353";"08";"11"
"08354";"08";"21"
"08355";"08";"24"
"08356";"08";"07"
"08357";"08";"21"
"08358";"08";"22"
"08360";"08";"07"
"08361";"08";"22"
"08362";"08";"23"
"08363";"08";"35"
"08364";"08";"02"
"08365";"08";"24"
"08366";"08";"07"
"08367";"08";"24"
"08368";"08";"01"
"08369";"08";"07"
"08370";"08";"25"
"08371";"08";"27"
"08372";"08";"07"
"08373";"08";"25"
"08374";"08";"30"
"08375";"08";"04"
"08376";"08";"04"
"08377";"08";"36"
"08378";"08";"14"
"08379";"08";"14"
"08380";"08";"06"
"08381";"08";"01"
"08382";"08";"07"
"08383";"08";"12"
"08384";"08";"02"
"08385";"08";"37"
"08386";"08";"06"
"08387";"08";"30"
"08388";"08";"09"
"08389";"08";"22"
"08390";"08";"31"
"08391";"08";"36"
"08392";"08";"17"
"08393";"08";"14"
"08394";"08";"03"
"08395";"08";"09"
"08396";"08";"06"
"08397";"08";"01"
"08398";"08";"02"
"08399";"08";"04"
"08400";"08";"09"
"08401";"08";"02"
"08402";"08";"19"
"08403";"08";"23"
"08404";"08";"01"
"08405";"08";"08"
"08406";"08";"17"
"08407";"08";"17"
"08408";"08";"22"
"08409";"08";"26"
"08409";"08";"27"
"08409";"08";"36"
"08409";"08";"99"
"08410";"08";"14"
"08411";"08";"02"
"08412";"08";"12"
"08413";"08";"06"
"08415";"08";"19"
"08416";"08";"23"
"08417";"08";"24"
"08418";"08";"06"
"08419";"08";"28"
"08420";"08";"29"
"08421";"08";"04"
"08422";"08";"20"
"08424";"08";"03"
"08425";"08";"12"
"08426";"08";"06"
"08427";"08";"23"
"08428";"08";"19"
"08429";"08";"22"
"08430";"08";"21"
"08431";"08";"17"
"08432";"08";"15"
"08433";"08";"30"
"08434";"08";"08"
"08435";"08";"13"
"08436";"08";"24"
"08437";"08";"03"
"08438";"08";"06"
"08439";"08";"08"
"08440";"08";"29"
"08441";"08";"12"
"08443";"08";"31"
"08444";"08";"18"
"08445";"08";"36"
"08446";"08";"03"
"08448";"08";"16"
"08449";"08";"28"
"08450";"08";"15"
"08451";"08";"01"
"08452";"08";"23"
"08453";"08";"31"
"08454";"08";"20"
"08455";"08";"14"
"08456";"08";"16"
"08457";"08";"22"
"08458";"08";"30"
"08459";"08";"04"
"08460";"08";"24"
"08461";"08";"31"
"08462";"08";"02"
"08463";"08";"03"
"08464";"08";"17"
"08465";"08";"07"
"08466";"08";"18"
"08467";"08";"19"
"08468";"08";"25"
"08469";"08";"20"
"08470";"08";"03"
"08471";"08";"08"
"08472";"08";"19"
"08473";"08";"01"
"08475";"08";"27"
"08476";"08";"01"
"08477";"08";"18"
"08478";"08";"09"
"08479";"08";"19"
"08480";"08";"37"
"08481";"08";"36"
"08482";"08";"09"
"08483";"08";"37"
"08484";"08";"13"
"08485";"08";"04"
"08486";"08";"11"
"08487";"08";"11"
"08488";"08";"37"
"08489";"08";"02"
"08490";"08";"31"
"08491";"08";"36"
"08492";"08";"09"
"08493";"08";"31"
"08494";"08";"36"
"08496";"08";"19"
"08497";"08";"15"
"08498";"08";"15"
"08499";"08";"19"
"08500";"08";"19"
"08501";"08";"04"
"08502";"08";"18"
"08503";"08";"09"
"09001";"09";"02"
"09002";"09";"10"
"09003";"09";"07"
"09004";"09";"03"
"09005";"09";"09"
"09006";"09";"18"
"09007";"09";"02"
"09008";"09";"15"
"09009";"09";"02"
"09011";"09";"04"
"09012";"09";"03"
"09013";"09";"21"
"09014";"09";"04"
"09015";"09";"18"
"09016";"09";"18"
"09017";"09";"04"
"09018";"09";"04"
"09019";"09";"06"
"09020";"09";"13"
"09021";"09";"19"
"09022";"09";"22"
"09023";"09";"01"
"09024";"09";"03"
"09025";"09";"04"
"09026";"09";"04"
"09027";"09";"04"
"09028";"09";"03"
"09029";"09";"11"
"09030";"09";"20"
"09031";"09";"03"
"09032";"09";"01"
"09033";"09";"14"
"09034";"09";"04"
"09035";"09";"04"
"09037";"09";"14"
"09038";"09";"08"
"09039";"09";"10"
"09040";"09";"17"
"09041";"09";"16"
"09042";"09";"02"
"09043";"09";"10"
"09044";"09";"21"
"09045";"09";"18"
"09046";"09";"14"
"09047";"09";"07"
"09048";"09";"10"
"09049";"09";"21"
"09050";"09";"12"
"09051";"09";"07"
"09052";"09";"10"
"09053";"09";"03"
"09054";"09";"16"
"09055";"09";"04"
"09056";"09";"12"
"09057";"09";"09"
"09058";"09";"18"
"09059";"09";"04"
"09060";"09";"22"
"09061";"09";"08"
"09062";"09";"04"
"09063";"09";"21"
"09064";"09";"03"
"09065";"09";"09"
"09066";"09";"21"
"09067";"09";"17"
"09068";"09";"21"
"09069";"09";"04"
"09070";"09";"03"
"09071";"09";"02"
"09072";"09";"19"
"09073";"09";"08"
"09074";"09";"10"
"09075";"09";"08"
"09076";"09";"17"
"09077";"09";"18"
"09078";"09";"13"
"09079";"09";"06"
"09080";"09";"07"
"09081";"09";"22"
"09082";"09";"15"
"09083";"09";"06"
"09084";"09";"08"
"09085";"09";"04"
"09086";"09";"16"
"09087";"09";"03"
"09088";"09";"03"
"09089";"09";"10"
"09090";"09";"19"
"09091";"09";"16"
"09092";"09";"18"
"09093";"09";"21"
"09094";"09";"14"
"09095";"09";"04"
"09096";"09";"03"
"09097";"09";"15"
"09098";"09";"14"
"09099";"09";"21"
"09100";"09";"11"
"09101";"09";"19"
"09102";"09";"10"
"09103";"09";"19"
"09104";"09";"19"
"09105";"09";"08"
"09106";"09";"07"
"09107";"09";"10"
"09108";"09";"02"
"09109";"09";"06"
"09110";"09";"15"
"09111";"09";"04"
"09113";"09";"11"
"09114";"09";"15"
"09115";"09";"10"
"09116";"09";"12"
"09117";"09";"17"
"09118";"09";"15"
"09119";"09";"15"
"09120";"09";"14"
"09121";"09";"21"
"09122";"09";"05"
"09123";"09";"08"
"09124";"09";"06"
"09125";"09";"07"
"09126";"09";"21"
"09127";"09";"08"
"09128";"09";"16"
"09129";"09";"04"
"09130";"09";"21"
"09131";"09";"03"
"09132";"09";"17"
"09133";"09";"18"
"09134";"09";"20"
"09135";"09";"20"
"09136";"09";"18"
"09137";"09";"19"
"09138";"09";"21"
"09139";"09";"01"
"09140";"09";"01"
"09141";"09";"04"
"09142";"09";"07"
"09143";"09";"20"
"09145";"09";"22"
"09146";"09";"17"
"09147";"09";"17"
"09148";"09";"16"
"09149";"09";"15"
"09150";"09";"10"
"09151";"09";"06"
"09152";"09";"18"
"09153";"09";"10"
"09154";"09";"02"
"09155";"09";"03"
"09156";"09";"03"
"09157";"09";"10"
"09158";"09";"14"
"09159";"09";"03"
"09160";"09";"07"
"09161";"09";"10"
"09162";"09";"20"
"09163";"09";"12"
"09164";"09";"15"
"09165";"09";"07"
"09166";"09";"07"
"09167";"09";"06"
"09168";"09";"07"
"09169";"09";"10"
"09170";"09";"17"
"09171";"09";"03"
"09172";"09";"08"
"09173";"09";"19"
"09174";"09";"21"
"09175";"09";"22"
"09176";"09";"03"
"09177";"09";"12"
"09178";"09";"10"
"09179";"09";"19"
"09180";"09";"10"
"09181";"09";"08"
"09182";"09";"09"
"09183";"09";"16"
"09184";"09";"14"
"09185";"09";"17"
"09186";"09";"08"
"09187";"09";"16"
"09188";"09";"18"
"09189";"09";"01"
"09190";"09";"14"
"09192";"09";"18"
"09193";"09";"13"
"09194";"09";"10"
"09195";"09";"06"
"09196";"09";"02"
"09197";"09";"01"
"09198";"09";"14"
"09199";"09";"17"
"09200";"09";"10"
"09201";"09";"15"
"09202";"09";"19"
"09203";"09";"02"
"09204";"09";"16"
"09205";"09";"08"
"09206";"09";"07"
"09207";"09";"21"
"09208";"09";"16"
"09209";"09";"16"
"09210";"09";"21"
"09211";"09";"07"
"09212";"09";"02"
"09213";"09";"10"
"09214";"09";"15"
"09215";"09";"07"
"09216";"09";"02"
"09217";"09";"18"
"09218";"09";"01"
"09219";"09";"04"
"09220";"09";"01"
"09221";"09";"18"
"09222";"09";"20"
"09223";"09";"11"
"09224";"09";"06"
"09225";"09";"12"
"09225";"09";"22"
"09225";"09";"99"
"09226";"09";"03"
"09227";"09";"07"
"09228";"09";"01"
"09229";"09";"10"
"09230";"09";"13"
"09231";"09";"09"
"09232";"09";"01"
"09233";"09";"10"
"09234";"09";"21"
"09235";"09";"16"
"09236";"09";"21"
"09237";"09";"13"
"09238";"09";"22"
"09239";"09";"13"
"09240";"09";"18"
"09241";"09";"18"
"09242";"09";"07"
"09243";"09";"10"
"09244";"09";"10"
"09245";"09";"19"
"09246";"09";"15"
"09247";"09";"15"
"09249";"09";"07"
"09250";"09";"07"
"09251";"09";"10"
"09252";"09";"13"
"09253";"09";"08"
"09254";"09";"22"
"09255";"09";"12"
"09256";"09";"19"
"09257";"09";"14"
"09258";"09";"19"
"09259";"09";"10"
"09260";"09";"10"
"09261";"09";"15"
"09262";"09";"07"
"09263";"09";"04"
"09264";"09";"21"
"09265";"09";"12"
"09266";"09";"10"
"09267";"09";"04"
"09268";"09";"16"
"09269";"09";"21"
"09270";"09";"12"
"09271";"09";"12"
"09272";"09";"21"
"09273";"09";"21"
"09274";"09";"10"
"09275";"09";"17"
"09276";"09";"12"
"09277";"09";"06"
"09279";"09";"04"
"09280";"09";"18"
"09281";"09";"07"
"09282";"09";"17"
"09283";"09";"01"
"09284";"09";"19"
"09285";"09";"11"
"09286";"09";"20"
"09287";"09";"03"
"09289";"09";"16"
"09290";"09";"04"
"09291";"09";"11"
"09292";"09";"02"
"09293";"09";"21"
"09294";"09";"06"
"09295";"09";"20"
"09296";"09";"03"
"09297";"09";"04"
"09298";"09";"01"
"09299";"09";"11"
"09300";"09";"21"
"09301";"09";"09"
"09302";"09";"20"
"09303";"09";"18"
"09304";"09";"02"
"09305";"09";"10"
"09306";"09";"18"
"09307";"09";"16"
"09308";"09";"16"
"09309";"09";"10"
"09310";"09";"08"
"09311";"09";"01"
"09312";"09";"22"
"09313";"09";"14"
"09314";"09";"10"
"09315";"09";"17"
"09316";"09";"10"
"09317";"09";"04"
"09318";"09";"03"
"09319";"09";"12"
"09320";"09";"03"
"09321";"09";"18"
"09322";"09";"11"
"09323";"09";"10"
"09324";"09";"19"
"09325";"09";"01"
"09326";"09";"03"
"09327";"09";"19"
"09328";"09";"03"
"09329";"09";"21"
"09330";"09";"03"
"09331";"09";"17"
"09332";"09";"19"
"09334";"09";"20"
"09335";"09";"04"
"09336";"09";"07"
"09338";"09";"06"
"09339";"09";"22"
"09340";"09";"19"
"09341";"09";"10"
"09342";"09";"06"
"10002";"10";"03"
"10003";"10";"01"
"10004";"10";"02"
"10005";"10";"25"
"10006";"10";"02"
"10007";"10";"03"
"10008";"10";"25"
"10009";"10";"19"
"10010";"10";"08"
"10011";"10";"03"
"10012";"10";"03"
"10013";"10";"05"
"10014";"10";"17"
"10015";"10";"02"
"10017";"10";"08"
"10018";"10";"09"
"10019";"10";"17"
"10020";"10";"13"
"10021";"10";"18"
"10022";"10";"19"
"10023";"10";"13"
"10024";"10";"07"
"10025";"10";"19"
"10026";"10";"08"
"10027";"10";"08"
"10028";"10";"07"
"10029";"10";"19"
"10030";"10";"29"
"10031";"10";"26"
"10032";"10";"03"
"10033";"10";"03"
"10034";"10";"04"
"10035";"10";"03"
"10037";"10";"11"
"10038";"10";"13"
"10039";"10";"03"
"10040";"10";"07"
"10041";"10";"10"
"10042";"10";"01"
"10043";"10";"14"
"10044";"10";"06"
"10045";"10";"10"
"10046";"10";"06"
"10047";"10";"06"
"10048";"10";"25"
"10049";"10";"05"
"10050";"10";"25"
"10051";"10";"05"
"10052";"10";"14"
"10053";"10";"12"
"10054";"10";"13"
"10055";"10";"04"
"10056";"10";"17"
"10057";"10";"16"
"10058";"10";"19"
"10059";"10";"08"
"10060";"10";"32"
"10061";"10";"17"
"10062";"10";"04"
"10063";"10";"06"
"10064";"10";"06"
"10065";"10";"18"
"10066";"10";"11"
"10067";"10";"05"
"10068";"10";"04"
"10069";"10";"10"
"10070";"10";"15"
"10071";"10";"10"
"10072";"10";"21"
"10073";"10";"08"
"10074";"10";"09"
"10075";"10";"14"
"10076";"10";"03"
"10077";"10";"02"
"10078";"10";"25"
"10079";"10";"19"
"10080";"10";"07"
"10081";"10";"29"
"10081";"10";"33"
"10081";"10";"96"
"10082";"10";"14"
"10083";"10";"04"
"10084";"10";"02"
"10085";"10";"13"
"10086";"10";"14"
"10087";"10";"07"
"10089";"10";"14"
"10090";"10";"14"
"10091";"10";"18"
"10092";"10";"04"
"10093";"10";"21"
"10094";"10";"08"
"10095";"10";"02"
"10096";"10";"11"
"10097";"10";"10"
"10098";"10";"07"
"10099";"10";"09"
"10100";"10";"12"
"10101";"10";"18"
"10102";"10";"21"
"10103";"10";"03"
"10104";"10";"05"
"10105";"10";"06"
"10106";"10";"16"
"10107";"10";"09"
"10108";"10";"09"
"10109";"10";"04"
"10110";"10";"12"
"10111";"10";"15"
"10112";"10";"07"
"10113";"10";"03"
"10114";"10";"20"
"10115";"10";"23"
"10116";"10";"05"
"10117";"10";"21"
"10118";"10";"09"
"10119";"10";"10"
"10120";"10";"07"
"10121";"10";"18"
"10122";"10";"09"
"10123";"10";"06"
"10124";"10";"13"
"10125";"10";"13"
"10126";"10";"25"
"10127";"10";"18"
"10128";"10";"08"
"10129";"10";"17"
"10130";"10";"18"
"10131";"10";"14"
"10132";"10";"14"
"10133";"10";"09"
"10134";"10";"13"
"10135";"10";"21"
"10136";"10";"10"
"10137";"10";"03"
"10138";"10";"06"
"10139";"10";"21"
"10140";"10";"09"
"10141";"10";"10"
"10142";"10";"11"
"10143";"10";"07"
"10144";"10";"14"
"10145";"10";"13"
"10146";"10";"13"
"10147";"10";"05"
"10148";"10";"16"
"10149";"10";"02"
"10150";"10";"03"
"10151";"10";"14"
"10153";"10";"16"
"10154";"10";"16"
"10155";"10";"10"
"10156";"10";"11"
"10157";"10";"20"
"10158";"10";"04"
"10159";"10";"04"
"10160";"10";"25"
"10161";"10";"21"
"10162";"10";"12"
"10163";"10";"21"
"10164";"10";"20"
"10165";"10";"17"
"10166";"10";"14"
"10167";"10";"18"
"10168";"10";"07"
"10169";"10";"16"
"10170";"10";"15"
"10171";"10";"06"
"10172";"10";"02"
"10173";"10";"05"
"10174";"10";"18"
"10175";"10";"08"
"10176";"10";"03"
"10177";"10";"05"
"10178";"10";"25"
"10179";"10";"05"
"10180";"10";"08"
"10181";"10";"04"
"10182";"10";"03"
"10183";"10";"25"
"10184";"10";"21"
"10185";"10";"07"
"10186";"10";"31"
"10187";"10";"10"
"10188";"10";"07"
"10189";"10";"06"
"10190";"10";"12"
"10191";"10";"23"
"10192";"10";"08"
"10193";"10";"06"
"10194";"10";"21"
"10195";"10";"18"
"10196";"10";"07"
"10197";"10";"03"
"10198";"10";"05"
"10199";"10";"10"
"10200";"10";"25"
"10201";"10";"07"
"10202";"10";"07"
"10203";"10";"03"
"10204";"10";"05"
"10205";"10";"10"
"10206";"10";"18"
"10207";"10";"14"
"10208";"10";"16"
"10209";"10";"12"
"10210";"10";"17"
"10211";"10";"28"
"10212";"10";"05"
"10213";"10";"10"
"10214";"10";"08"
"10215";"10";"25"
"10216";"10";"02"
"10217";"10";"25"
"10218";"10";"07"
"10219";"10";"21"
"10220";"10";"20"
"10221";"10";"06"
"10222";"10";"01"
"10223";"10";"13"
"10224";"10";"13"
"10225";"10";"16"
"10226";"10";"04"
"10227";"10";"09"
"10228";"10";"06"
"10229";"10";"05"
"10230";"10";"23"
"10231";"10";"16"
"10232";"10";"04"
"10233";"10";"14"
"10234";"10";"14"
"10235";"10";"18"
"10236";"10";"18"
"10237";"10";"13"
"10238";"10";"12"
"10239";"10";"17"
"10240";"10";"11"
"10241";"10";"07"
"10242";"10";"25"
"10243";"10";"06"
"10245";"10";"12"
"10246";"10";"05"
"10247";"10";"09"
"10248";"10";"28"
"10249";"10";"12"
"10250";"10";"03"
"10251";"10";"09"
"10252";"10";"10"
"10253";"10";"08"
"10254";"10";"26"
"10255";"10";"12"
"10256";"10";"02"
"10257";"10";"18"
"10258";"10";"21"
"10259";"10";"16"
"10260";"10";"05"
"10261";"10";"15"
"10262";"10";"15"
"10263";"10";"11"
"10264";"10";"10"
"10265";"10";"33"
"10266";"10";"01"
"10267";"10";"18"
"10268";"10";"16"
"10269";"10";"02"
"10270";"10";"17"
"10271";"10";"20"
"10272";"10";"02"
"10273";"10";"18"
"10274";"10";"20"
"10275";"10";"20"
"10276";"10";"01"
"10277";"10";"13"
"10278";"10";"07"
"10279";"10";"08"
"10280";"10";"20"
"10281";"10";"29"
"10282";"10";"29"
"10283";"10";"06"
"10284";"10";"26"
"10285";"10";"06"
"10286";"10";"21"
"10287";"10";"17"
"10288";"10";"15"
"10289";"10";"14"
"10290";"10";"13"
"10291";"10";"26"
"10293";"10";"02"
"10294";"10";"04"
"10295";"10";"15"
"10296";"10";"15"
"10297";"10";"23"
"10298";"10";"16"
"10299";"10";"02"
"10300";"10";"18"
"10301";"10";"13"
"10302";"10";"07"
"10303";"10";"06"
"10304";"10";"06"
"10305";"10";"14"
"10306";"10";"03"
"10307";"10";"11"
"10308";"10";"13"
"10309";"10";"07"
"10310";"10";"10"
"10312";"10";"09"
"10313";"10";"06"
"10314";"10";"18"
"10315";"10";"06"
"10316";"10";"14"
"10317";"10";"19"
"10318";"10";"13"
"10319";"10";"01"
"10320";"10";"14"
"10321";"10";"28"
"10323";"10";"20"
"10323";"10";"27"
"10323";"10";"97"
"10324";"10";"05"
"10325";"10";"32"
"10326";"10";"06"
"10327";"10";"21"
"10328";"10";"17"
"10329";"10";"12"
"10330";"10";"03"
"10331";"10";"04"
"10332";"10";"12"
"10333";"10";"31"
"10334";"10";"16"
"10335";"10";"01"
"10336";"10";"23"
"10337";"10";"06"
"10338";"10";"02"
"10339";"10";"13"
"10340";"10";"31"
"10341";"10";"20"
"10342";"10";"05"
"10343";"10";"32"
"10344";"10";"05"
"10345";"10";"06"
"10346";"10";"08"
"10347";"10";"20"
"10348";"10";"13"
"10349";"10";"29"
"10350";"10";"01"
"10351";"10";"20"
"10352";"10";"23"
"10353";"10";"14"
"10354";"10";"18"
"10355";"10";"16"
"10356";"10";"14"
"10357";"10";"22"
"10358";"10";"04"
"10359";"10";"09"
"10360";"10";"05"
"10361";"10";"02"
"10362";"10";"28"
"10363";"10";"05"
"10364";"10";"10"
"10365";"10";"14"
"10366";"10";"21"
"10367";"10";"26"
"10368";"10";"14"
"10369";"10";"02"
"10370";"10";"16"
"10371";"10";"05"
"10372";"10";"21"
"10373";"10";"05"
"10374";"10";"25"
"10375";"10";"12"
"10376";"10";"10"
"10377";"10";"21"
"10378";"10";"21"
"10379";"10";"02"
"10380";"10";"02"
"10381";"10";"28"
"10382";"10";"16"
"10383";"10";"13"
"10384";"10";"25"
"10386";"10";"18"
"10387";"10";"22"
"10387";"10";"23"
"10387";"10";"24"
"10387";"10";"29"
"10387";"10";"30"
"10387";"10";"31"
"10387";"10";"32"
"10387";"10";"99"
"10388";"10";"07"
"10389";"10";"25"
"10390";"10";"03"
"10391";"10";"23"
"10392";"10";"14"
"10393";"10";"06"
"10394";"10";"07"
"10395";"10";"07"
"10396";"10";"11"
"10397";"10";"25"
"10398";"10";"18"
"10399";"10";"04"
"10400";"10";"18"
"10401";"10";"25"
"10402";"10";"05"
"10403";"10";"21"
"10404";"10";"10"
"10405";"10";"18"
"10406";"10";"12"
"10408";"10";"14"
"10409";"10";"23"
"10410";"10";"13"
"10411";"10";"21"
"10412";"10";"22"
"10414";"10";"29"
"10415";"10";"11"
"10416";"10";"05"
"10417";"10";"01"
"10418";"10";"04"
"10419";"10";"04"
"10420";"10";"26"
"10421";"10";"26"
"10422";"10";"09"
"10423";"10";"25"
"10424";"10";"08"
"10425";"10";"05"
"10426";"10";"03"
"10427";"10";"04"
"10428";"10";"21"
"10429";"10";"02"
"10430";"10";"02"
"10431";"10";"07"
"10432";"10";"04"
"10433";"10";"04"
"10434";"10";"05"
"10435";"10";"05"
"10436";"10";"18"
"10437";"10";"04"
"10438";"10";"10"
"10439";"10";"10"
"10440";"10";"03"
"10441";"10";"09"
"10442";"10";"02"
"10443";"10";"07"
"10444";"10";"01"
"10445";"10";"06"
"11001";"11";"25"
"11002";"11";"09"
"11003";"11";"20"
"11004";"11";"01"
"11005";"11";"22"
"11006";"11";"15"
"11007";"11";"23"
"11008";"11";"20"
"11009";"11";"02"
"11010";"11";"13"
"11011";"11";"02"
"11012";"11";"17"
"11013";"11";"19"
"11014";"11";"14"
"11015";"11";"13"
"11016";"11";"18"
"11017";"11";"03"
"11018";"11";"22"
"11019";"11";"04"
"11020";"11";"23"
"11021";"11";"03"
"11022";"11";"25"
"11023";"11";"06"
"11024";"11";"34"
"11025";"11";"12"
"11026";"11";"29"
"11027";"11";"06"
"11028";"11";"04"
"11029";"11";"27"
"11030";"11";"29"
"11031";"11";"04"
"11032";"11";"01"
"11033";"11";"05"
"11034";"11";"01"
"11035";"11";"26"
"11036";"11";"04"
"11037";"11";"07"
"11038";"11";"03"
"11039";"11";"20"
"11040";"11";"33"
"11041";"11";"17"
"11042";"11";"06"
"11043";"11";"06"
"11044";"11";"23"
"11045";"11";"20"
"11046";"11";"20"
"11047";"11";"03"
"11048";"11";"19"
"11049";"11";"16"
"11050";"11";"26"
"11051";"11";"01"
"11052";"11";"28"
"11053";"11";"01"
"11054";"11";"09"
"11055";"11";"13"
"11056";"11";"25"
"11057";"11";"05"
"11058";"11";"01"
"11059";"11";"01"
"11060";"11";"03"
"11061";"11";"01"
"11062";"11";"04"
"11063";"11";"26"
"11064";"11";"19"
"11065";"11";"13"
"11066";"11";"04"
"11067";"11";"33"
"11068";"11";"06"
"11069";"11";"07"
"11069";"11";"08"
"11069";"11";"32"
"11069";"11";"35"
"11069";"11";"98"
"11070";"11";"09"
"11071";"11";"15"
"11072";"11";"16"
"11073";"11";"13"
"11074";"11";"09"
"11075";"11";"25"
"11076";"11";"09"
"11076";"11";"10"
"11076";"11";"99"
"11077";"11";"19"
"11078";"11";"20"
"11079";"11";"21"
"11080";"11";"11"
"11081";"11";"25"
"11082";"11";"27"
"11083";"11";"18"
"11084";"11";"02"
"11085";"11";"07"
"11086";"11";"30"
"11087";"11";"16"
"11088";"11";"07"
"11089";"11";"09"
"11090";"11";"20"
"11091";"11";"11"
"11092";"11";"25"
"11093";"11";"03"
"11094";"11";"27"
"11095";"11";"06"
"11096";"11";"04"
"11097";"11";"13"
"11098";"11";"19"
"11099";"11";"12"
"11100";"11";"11"
"11101";"11";"26"
"11102";"11";"07"
"11103";"11";"13"
"11104";"11";"03"
"11105";"11";"20"
"11106";"11";"14"
"11107";"11";"11"
"11108";"11";"01"
"11109";"11";"13"
"11110";"11";"15"
"11111";"11";"19"
"11112";"11";"13"
"11113";"11";"31"
"11114";"11";"29"
"11115";"11";"28"
"11116";"11";"14"
"11117";"11";"23"
"11118";"11";"23"
"11119";"11";"20"
"11120";"11";"20"
"11121";"11";"01"
"11122";"11";"06"
"11123";"11";"31"
"11124";"11";"15"
"11125";"11";"15"
"11126";"11";"19"
"11127";"11";"03"
"11128";"11";"01"
"11129";"11";"26"
"11130";"11";"04"
"11131";"11";"26"
"11132";"11";"19"
"11133";"11";"18"
"11134";"11";"29"
"11135";"11";"04"
"11136";"11";"16"
"11137";"11";"23"
"11138";"11";"10"
"11139";"11";"01"
"11140";"11";"19"
"11141";"11";"01"
"11142";"11";"20"
"11143";"11";"30"
"11144";"11";"30"
"11145";"11";"14"
"11146";"11";"06"
"11147";"11";"04"
"11148";"11";"19"
"11149";"11";"16"
"11150";"11";"28"
"11151";"11";"06"
"11152";"11";"15"
"11153";"11";"16"
"11154";"11";"21"
"11155";"11";"13"
"11156";"11";"28"
"11157";"11";"15"
"11158";"11";"20"
"11159";"11";"16"
"11160";"11";"04"
"11161";"11";"27"
"11162";"11";"16"
"11163";"11";"03"
"11164";"11";"17"
"11165";"11";"26"
"11166";"11";"29"
"11167";"11";"01"
"11168";"11";"26"
"11169";"11";"27"
"11170";"11";"14"
"11171";"11";"11"
"11172";"11";"19"
"11173";"11";"01"
"11174";"11";"21"
"11175";"11";"09"
"11176";"11";"15"
"11177";"11";"04"
"11178";"11";"10"
"11179";"11";"18"
"11180";"11";"21"
"11181";"11";"09"
"11182";"11";"28"
"11183";"11";"27"
"11184";"11";"05"
"11185";"11";"18"
"11186";"11";"23"
"11187";"11";"23"
"11188";"11";"30"
"11189";"11";"28"
"11190";"11";"25"
"11191";"11";"23"
"11192";"11";"10"
