com;bad
01053;bad
06069;bad
06088;bad
06155;bad
08105;bad
10387;bad
11069;bad
13001;bad
13047;bad
13055;bad
14118;bad
17306;bad
18033;bad
20004;bad
21231;bad
25056;bad
27229;bad
28085;bad
29019;bad
30007;bad
30189;bad
31555;bad
33063;bad
34172;bad
35238;bad
37261;bad
38053;bad
38169;bad
38185;bad
42218;bad
43157;bad
44109;bad
45234;bad
49007;bad
49328;bad
51454;bad
53130;bad
54395;bad
57463;bad
59036;bad
59183;bad
59350;bad
59512;bad
59599;bad
60057;bad
60159;bad
60175;bad
62570;bad
63113;bad
64445;bad
65440;bad
66136;bad
67482;bad
68224;bad
69123;bad
69290;bad
71076;bad
72181;bad
74010;bad
75056;bad
76351;bad
76540;bad
78646;bad
80021;bad
81004;bad
81065;bad
83137;bad
84031;bad
85191;bad
86194;bad
87085;bad
90010;bad
92012;bad
92025;bad
92026;bad
92048;bad
93010;bad
93066;bad
94017;bad
94028;bad
94037;bad
94081;bad
95127;bad
95585;bad
97409;bad
97411;bad
97414;bad
97415;bad
