08440;008-01;bad
08449;008-01;bad
08451;008-01;bad
08452;008-01;bad
08454;008-01;bad
08465;008-01;bad
08467;008-01;bad
08468;008-01;bad
08469;008-01;bad
08472;008-01;bad
08473;008-01;bad
08476;008-01;bad
08478;008-01;bad
08479;008-01;bad
08480;008-01;bad
08482;008-01;bad
08483;008-01;bad
08484;008-01;bad
08488;008-01;bad
08492;008-01;bad
08496;008-01;bad
08499;008-01;bad
08500;008-01;bad
08503;008-01;bad
08011;008-02;bad
08022;008-02;bad
08028;008-02;bad
08058;008-02;bad
08071;008-02;bad
08078;008-02;bad
08081;008-02;bad
08106;008-02;bad
08110;008-02;bad
08121;008-02;bad
08122;008-02;bad
08125;008-02;bad
08137;008-02;bad
08139;008-02;bad
08155;008-02;bad
08160;008-02;bad
08162;008-02;bad
08166;008-02;bad
08175;008-02;bad
08183;008-02;bad
08185;008-02;bad
08188;008-02;bad
08190;008-02;bad
08202;008-02;bad
08206;008-02;bad
08207;008-02;bad
08212;008-02;bad
08214;008-02;bad
08216;008-02;bad
08217;008-02;bad
08218;008-02;bad
08222;008-02;bad
08226;008-02;bad
08230;008-02;bad
08237;008-02;bad
08242;008-02;bad
08247;008-02;bad
08249;008-02;bad
08260;008-02;bad
08282;008-02;bad
08284;008-02;bad
08297;008-02;bad
08302;008-02;bad
08304;008-02;bad
08312;008-02;bad
08316;008-02;bad
08322;008-02;bad
08328;008-02;bad
08346;008-02;bad
08353;008-02;bad
08355;008-02;bad
08358;008-02;bad
08361;008-02;bad
08363;008-02;bad
08365;008-02;bad
08367;008-02;bad
08389;008-02;bad
08408;008-02;bad
08417;008-02;bad
08429;008-02;bad
08432;008-02;bad
08436;008-02;bad
08448;008-02;bad
08450;008-02;bad
08456;008-02;bad
08457;008-02;bad
08460;008-02;bad
08486;008-02;bad
08487;008-02;bad
08497;008-02;bad
08498;008-02;bad
10002;010-01;bad
10004;010-01;bad
10005;010-01;bad
10006;010-01;bad
10007;010-01;bad
10008;010-01;bad
10010;010-01;bad
10011;010-01;bad
10012;010-01;bad
10014;010-01;bad
10015;010-01;bad
10017;010-01;bad
10019;010-01;bad
10021;010-01;bad
10026;010-01;bad
10027;010-01;bad
10032;010-01;bad
10033;010-01;bad
10035;010-01;bad
10039;010-01;bad
10041;010-01;bad
10043;010-01;bad
10044;010-01;bad
10045;010-01;bad
10046;010-01;bad
10047;010-01;bad
10048;010-01;bad
10050;010-01;bad
10052;010-01;bad
10056;010-01;bad
10059;010-01;bad
10061;010-01;bad
10063;010-01;bad
10064;010-01;bad
10065;010-01;bad
10069;010-01;bad
10071;010-01;bad
10072;010-01;bad
10073;010-01;bad
10075;010-01;bad
10076;010-01;bad
10077;010-01;bad
10078;010-01;bad
10082;010-01;bad
10084;010-01;bad
10086;010-01;bad
10089;010-01;bad
10090;010-01;bad
10091;010-01;bad
10093;010-01;bad
10094;010-01;bad
10095;010-01;bad
10097;010-01;bad
10101;010-01;bad
10102;010-01;bad
10103;010-01;bad
10105;010-01;bad
10113;010-01;bad
10115;010-01;bad
10117;010-01;bad
10119;010-01;bad
10121;010-01;bad
10123;010-01;bad
10126;010-01;bad
10127;010-01;bad
10128;010-01;bad
10129;010-01;bad
10130;010-01;bad
10131;010-01;bad
10132;010-01;bad
10135;010-01;bad
10136;010-01;bad
10137;010-01;bad
10138;010-01;bad
10139;010-01;bad
10141;010-01;bad
10144;010-01;bad
10149;010-01;bad
10150;010-01;bad
10151;010-01;bad
10155;010-01;bad
10160;010-01;bad
10161;010-01;bad
10163;010-01;bad
10165;010-01;bad
10166;010-01;bad
10167;010-01;bad
10171;010-01;bad
10172;010-01;bad
10174;010-01;bad
10175;010-01;bad
10176;010-01;bad
10178;010-01;bad
10180;010-01;bad
10182;010-01;bad
10183;010-01;bad
10184;010-01;bad
10187;010-01;bad
10189;010-01;bad
10191;010-01;bad
10192;010-01;bad
10193;010-01;bad
10194;010-01;bad
10195;010-01;bad
10197;010-01;bad
10199;010-01;bad
10200;010-01;bad
10203;010-01;bad
10205;010-01;bad
10206;010-01;bad
10207;010-01;bad
10210;010-01;bad
10213;010-01;bad
10214;010-01;bad
10215;010-01;bad
10216;010-01;bad
10217;010-01;bad
10219;010-01;bad
10221;010-01;bad
10228;010-01;bad
10230;010-01;bad
10233;010-01;bad
10234;010-01;bad
10235;010-01;bad
10236;010-01;bad
10239;010-01;bad
10242;010-01;bad
10243;010-01;bad
10250;010-01;bad
10252;010-01;bad
10253;010-01;bad
10256;010-01;bad
10257;010-01;bad
10258;010-01;bad
10264;010-01;bad
10267;010-01;bad
10269;010-01;bad
10270;010-01;bad
10272;010-01;bad
10273;010-01;bad
10279;010-01;bad
10283;010-01;bad
10285;010-01;bad
10286;010-01;bad
10287;010-01;bad
10289;010-01;bad
10293;010-01;bad
10297;010-01;bad
10299;010-01;bad
10300;010-01;bad
10303;010-01;bad
10304;010-01;bad
10305;010-01;bad
10306;010-01;bad
10310;010-01;bad
10313;010-01;bad
10314;010-01;bad
10315;010-01;bad
10316;010-01;bad
10320;010-01;bad
10326;010-01;bad
10327;010-01;bad
10328;010-01;bad
10330;010-01;bad
10336;010-01;bad
10337;010-01;bad
10338;010-01;bad
10345;010-01;bad
10346;010-01;bad
10352;010-01;bad
10353;010-01;bad
10354;010-01;bad
10356;010-01;bad
10357;010-01;bad
10361;010-01;bad
10364;010-01;bad
10365;010-01;bad
10366;010-01;bad
10368;010-01;bad
10369;010-01;bad
10372;010-01;bad
10374;010-01;bad
10376;010-01;bad
10377;010-01;bad
10378;010-01;bad
10379;010-01;bad
10380;010-01;bad
10384;010-01;bad
10386;010-01;bad
10389;010-01;bad
10390;010-01;bad
10391;010-01;bad
10392;010-01;bad
10393;010-01;bad
10397;010-01;bad
10398;010-01;bad
10400;010-01;bad
10401;010-01;bad
10403;010-01;bad
10404;010-01;bad
10405;010-01;bad
10408;010-01;bad
10409;010-01;bad
10411;010-01;bad
10412;010-01;bad
10423;010-01;bad
10424;010-01;bad
10426;010-01;bad
10428;010-01;bad
10429;010-01;bad
10430;010-01;bad
10436;010-01;bad
10438;010-01;bad
10439;010-01;bad
10440;010-01;bad
10442;010-01;bad
10445;010-01;bad
10003;010-02;bad
10009;010-02;bad
10013;010-02;bad
10018;010-02;bad
10022;010-02;bad
10024;010-02;bad
10025;010-02;bad
10028;010-02;bad
10029;010-02;bad
10034;010-02;bad
10037;010-02;bad
10040;010-02;bad
10042;010-02;bad
10049;010-02;bad
10051;010-02;bad
10053;010-02;bad
10055;010-02;bad
10058;010-02;bad
10060;010-02;bad
10062;010-02;bad
10066;010-02;bad
10067;010-02;bad
10068;010-02;bad
10070;010-02;bad
10074;010-02;bad
10079;010-02;bad
10080;010-02;bad
10083;010-02;bad
10087;010-02;bad
10092;010-02;bad
10096;010-02;bad
10098;010-02;bad
10099;010-02;bad
10100;010-02;bad
10104;010-02;bad
10107;010-02;bad
10108;010-02;bad
10109;010-02;bad
10110;010-02;bad
10111;010-02;bad
10112;010-02;bad
10116;010-02;bad
10118;010-02;bad
10120;010-02;bad
10122;010-02;bad
10133;010-02;bad
10140;010-02;bad
10142;010-02;bad
10143;010-02;bad
10147;010-02;bad
10156;010-02;bad
10158;010-02;bad
10159;010-02;bad
10162;010-02;bad
10168;010-02;bad
10170;010-02;bad
10173;010-02;bad
10177;010-02;bad
10179;010-02;bad
10181;010-02;bad
10185;010-02;bad
10186;010-02;bad
10188;010-02;bad
10190;010-02;bad
10196;010-02;bad
10198;010-02;bad
10201;010-02;bad
10202;010-02;bad
10204;010-02;bad
10209;010-02;bad
10212;010-02;bad
10218;010-02;bad
10222;010-02;bad
10226;010-02;bad
10227;010-02;bad
10229;010-02;bad
10232;010-02;bad
10238;010-02;bad
10240;010-02;bad
10241;010-02;bad
10245;010-02;bad
10246;010-02;bad
10247;010-02;bad
10249;010-02;bad
10251;010-02;bad
10255;010-02;bad
10260;010-02;bad
10261;010-02;bad
10262;010-02;bad
10263;010-02;bad
10266;010-02;bad
10276;010-02;bad
10278;010-02;bad
10288;010-02;bad
10294;010-02;bad
10295;010-02;bad
10296;010-02;bad
10302;010-02;bad
10307;010-02;bad
10309;010-02;bad
10312;010-02;bad
10317;010-02;bad
10319;010-02;bad
10324;010-02;bad
10325;010-02;bad
10329;010-02;bad
10331;010-02;bad
10332;010-02;bad
10333;010-02;bad
10335;010-02;bad
10340;010-02;bad
10342;010-02;bad
10343;010-02;bad
10344;010-02;bad
10350;010-02;bad
10358;010-02;bad
10359;010-02;bad
10360;010-02;bad
10363;010-02;bad
10371;010-02;bad
10373;010-02;bad
10375;010-02;bad
10388;010-02;bad
10394;010-02;bad
10395;010-02;bad
10396;010-02;bad
10399;010-02;bad
10402;010-02;bad
10406;010-02;bad
10415;010-02;bad
10416;010-02;bad
10417;010-02;bad
10418;010-02;bad
10419;010-02;bad
10422;010-02;bad
10425;010-02;bad
10427;010-02;bad
10431;010-02;bad
10432;010-02;bad
10433;010-02;bad
10434;010-02;bad
10435;010-02;bad
10437;010-02;bad
10441;010-02;bad
10443;010-02;bad
10444;010-02;bad
10020;010-03;bad
10023;010-03;bad
10030;010-03;bad
10031;010-03;bad
10038;010-03;bad
10054;010-03;bad
10057;010-03;bad
10081;010-03;bad
10085;010-03;bad
10106;010-03;bad
10114;010-03;bad
10124;010-03;bad
10125;010-03;bad
10134;010-03;bad
10145;010-03;bad
10146;010-03;bad
10148;010-03;bad
10153;010-03;bad
10154;010-03;bad
10157;010-03;bad
10164;010-03;bad
10169;010-03;bad
10208;010-03;bad
10211;010-03;bad
10220;010-03;bad
10223;010-03;bad
10224;010-03;bad
10225;010-03;bad
10231;010-03;bad
10237;010-03;bad
10248;010-03;bad
10254;010-03;bad
10259;010-03;bad
10265;010-03;bad
10268;010-03;bad
10271;010-03;bad
10274;010-03;bad
10275;010-03;bad
10277;010-03;bad
10280;010-03;bad
10281;010-03;bad
10282;010-03;bad
10284;010-03;bad
10290;010-03;bad
10291;010-03;bad
10298;010-03;bad
10301;010-03;bad
10308;010-03;bad
10318;010-03;bad
10321;010-03;bad
10323;010-03;bad
10334;010-03;bad
10339;010-03;bad
10341;010-03;bad
10347;010-03;bad
10348;010-03;bad
10349;010-03;bad
10351;010-03;bad
10355;010-03;bad
10362;010-03;bad
10367;010-03;bad
10370;010-03;bad
10381;010-03;bad
10382;010-03;bad
10383;010-03;bad
10410;010-03;bad
10414;010-03;bad
10420;010-03;bad
10421;010-03;bad
11001;011-01;bad
11006;011-01;bad
11012;011-01;bad
11013;011-01;bad
11022;011-01;bad
11023;011-01;bad
11025;011-01;bad
11027;011-01;bad
11037;011-01;bad
11041;011-01;bad
11042;011-01;bad
11043;011-01;bad
11048;011-01;bad
11056;011-01;bad
11064;011-01;bad
11068;011-01;bad
11071;011-01;bad
11075;011-01;bad
11077;011-01;bad
11079;011-01;bad
11081;011-01;bad
11085;011-01;bad
11088;011-01;bad
11092;011-01;bad
11095;011-01;bad
11098;011-01;bad
11099;011-01;bad
11102;011-01;bad
11110;011-01;bad
11111;011-01;bad
11122;011-01;bad
11124;011-01;bad
11125;011-01;bad
11126;011-01;bad
11132;011-01;bad
11140;011-01;bad
11146;011-01;bad
11148;011-01;bad
11151;011-01;bad
11152;011-01;bad
11154;011-01;bad
11157;011-01;bad
11164;011-01;bad
11172;011-01;bad
11174;011-01;bad
11176;011-01;bad
11180;011-01;bad
11190;011-01;bad
11194;011-01;bad
11198;011-01;bad
11200;011-01;bad
11201;011-01;bad
11203;011-01;bad
11205;011-01;bad
11210;011-01;bad
11212;011-01;bad
11215;011-01;bad
11220;011-01;bad
11221;011-01;bad
11222;011-01;bad
11223;011-01;bad
11232;011-01;bad
11233;011-01;bad
11241;011-01;bad
11248;011-01;bad
11256;011-01;bad
11257;011-01;bad
11261;011-01;bad
11267;011-01;bad
11269;011-01;bad
11272;011-01;bad
11273;011-01;bad
11279;011-01;bad
11280;011-01;bad
11286;011-01;bad
11296;011-01;bad
11297;011-01;bad
11301;011-01;bad
11305;011-01;bad
11315;011-01;bad
11318;011-01;bad
11319;011-01;bad
11324;011-01;bad
11330;011-01;bad
11332;011-01;bad
11337;011-01;bad
11342;011-01;bad
11345;011-01;bad
11351;011-01;bad
11353;011-01;bad
11360;011-01;bad
11366;011-01;bad
11368;011-01;bad
11369;011-01;bad
11372;011-01;bad
11390;011-01;bad
11391;011-01;bad
11393;011-01;bad
11395;011-01;bad
11396;011-01;bad
11397;011-01;bad
11405;011-01;bad
11410;011-01;bad
11411;011-01;bad
11413;011-01;bad
11416;011-01;bad
11422;011-01;bad
11425;011-01;bad
11426;011-01;bad
11429;011-01;bad
11431;011-01;bad
11433;011-01;bad
11436;011-01;bad
11002;011-03;bad
11003;011-03;bad
11004;011-03;bad
11005;011-03;bad
11007;011-03;bad
11008;011-03;bad
11009;011-03;bad
11010;011-03;bad
11011;011-03;bad
11015;011-03;bad
11016;011-03;bad
11017;011-03;bad
11018;011-03;bad
11019;011-03;bad
11020;011-03;bad
11021;011-03;bad
11026;011-03;bad
11028;011-03;bad
11029;011-03;bad
11030;011-03;bad
11031;011-03;bad
11032;011-03;bad
11033;011-03;bad
11034;011-03;bad
11035;011-03;bad
11036;011-03;bad
11038;011-03;bad
11039;011-03;bad
11044;011-03;bad
11045;011-03;bad
11046;011-03;bad
11047;011-03;bad
11049;011-03;bad
11050;011-03;bad
11051;011-03;bad
11052;011-03;bad
11053;011-03;bad
11054;011-03;bad
11055;011-03;bad
11057;011-03;bad
11058;011-03;bad
11059;011-03;bad
11060;011-03;bad
11061;011-03;bad
11062;011-03;bad
11063;011-03;bad
11065;011-03;bad
11066;011-03;bad
11070;011-03;bad
11072;011-03;bad
11073;011-03;bad
11074;011-03;bad
11076;011-03;bad
11078;011-03;bad
11080;011-03;bad
11082;011-03;bad
11083;011-03;bad
11084;011-03;bad
11087;011-03;bad
11089;011-03;bad
11090;011-03;bad
11091;011-03;bad
11093;011-03;bad
11094;011-03;bad
11096;011-03;bad
11097;011-03;bad
11100;011-03;bad
11101;011-03;bad
11103;011-03;bad
11104;011-03;bad
11105;011-03;bad
11107;011-03;bad
11108;011-03;bad
11109;011-03;bad
11112;011-03;bad
11113;011-03;bad
11114;011-03;bad
11115;011-03;bad
11117;011-03;bad
11118;011-03;bad
11119;011-03;bad
11120;011-03;bad
11121;011-03;bad
11123;011-03;bad
11127;011-03;bad
11128;011-03;bad
11129;011-03;bad
11130;011-03;bad
11131;011-03;bad
11133;011-03;bad
11134;011-03;bad
11135;011-03;bad
11136;011-03;bad
11137;011-03;bad
11138;011-03;bad
11139;011-03;bad
11141;011-03;bad
11142;011-03;bad
11147;011-03;bad
11149;011-03;bad
11150;011-03;bad
11153;011-03;bad
11155;011-03;bad
11156;011-03;bad
11158;011-03;bad
11159;011-03;bad
11160;011-03;bad
11161;011-03;bad
11162;011-03;bad
11163;011-03;bad
11165;011-03;bad
11166;011-03;bad
11167;011-03;bad
11168;011-03;bad
11169;011-03;bad
11171;011-03;bad
11173;011-03;bad
11175;011-03;bad
11177;011-03;bad
11178;011-03;bad
11179;011-03;bad
11181;011-03;bad
11182;011-03;bad
11183;011-03;bad
11184;011-03;bad
11185;011-03;bad
11186;011-03;bad
11187;011-03;bad
11189;011-03;bad
11191;011-03;bad
11192;011-03;bad
11193;011-03;bad
11195;011-03;bad
11196;011-03;bad
11197;011-03;bad
11199;011-03;bad
11204;011-03;bad
11206;011-03;bad
11207;011-03;bad
11208;011-03;bad
11209;011-03;bad
11211;011-03;bad
11213;011-03;bad
11214;011-03;bad
11216;011-03;bad
11218;011-03;bad
11219;011-03;bad
11224;011-03;bad
11225;011-03;bad
11226;011-03;bad
11227;011-03;bad
11228;011-03;bad
11229;011-03;bad
11230;011-03;bad
11231;011-03;bad
11234;011-03;bad
11235;011-03;bad
11236;011-03;bad
11238;011-03;bad
11239;011-03;bad
11240;011-03;bad
11242;011-03;bad
11243;011-03;bad
11244;011-03;bad
11245;011-03;bad
11246;011-03;bad
11247;011-03;bad
11249;011-03;bad
11250;011-03;bad
11251;011-03;bad
11252;011-03;bad
11253;011-03;bad
11254;011-03;bad
11259;011-03;bad
11260;011-03;bad
11263;011-03;bad
11265;011-03;bad
11268;011-03;bad
11270;011-03;bad
11271;011-03;bad
11274;011-03;bad
11275;011-03;bad
11276;011-03;bad
11277;011-03;bad
11278;011-03;bad
11281;011-03;bad
11282;011-03;bad
11283;011-03;bad
11284;011-03;bad
11287;011-03;bad
11288;011-03;bad
11289;011-03;bad
11290;011-03;bad
11291;011-03;bad
11292;011-03;bad
11293;011-03;bad
11294;011-03;bad
11298;011-03;bad
11299;011-03;bad
11300;011-03;bad
11302;011-03;bad
11303;011-03;bad
11304;011-03;bad
11306;011-03;bad
11308;011-03;bad
11309;011-03;bad
11310;011-03;bad
11311;011-03;bad
11312;011-03;bad
11313;011-03;bad
11314;011-03;bad
11316;011-03;bad
11317;011-03;bad
11320;011-03;bad
11321;011-03;bad
11323;011-03;bad
11325;011-03;bad
11326;011-03;bad
11327;011-03;bad
11328;011-03;bad
11329;011-03;bad
11331;011-03;bad
11333;011-03;bad
11334;011-03;bad
11335;011-03;bad
11336;011-03;bad
11338;011-03;bad
11339;011-03;bad
11340;011-03;bad
11341;011-03;bad
11343;011-03;bad
11344;011-03;bad
11346;011-03;bad
11347;011-03;bad
11348;011-03;bad
11350;011-03;bad
11352;011-03;bad
11354;011-03;bad
11355;011-03;bad
11356;011-03;bad
11357;011-03;bad
11358;011-03;bad
11359;011-03;bad
11361;011-03;bad
11362;011-03;bad
11363;011-03;bad
11364;011-03;bad
11365;011-03;bad
11367;011-03;bad
11371;011-03;bad
11373;011-03;bad
11374;011-03;bad
11375;011-03;bad
11376;011-03;bad
11377;011-03;bad
11378;011-03;bad
11380;011-03;bad
11381;011-03;bad
11382;011-03;bad
11383;011-03;bad
11384;011-03;bad
11385;011-03;bad
11386;011-03;bad
11387;011-03;bad
11388;011-03;bad
11389;011-03;bad
11392;011-03;bad
11394;011-03;bad
11399;011-03;bad
11400;011-03;bad
11401;011-03;bad
11402;011-03;bad
11404;011-03;bad
11406;011-03;bad
11407;011-03;bad
11408;011-03;bad
11409;011-03;bad
11412;011-03;bad
11414;011-03;bad
11415;011-03;bad
11417;011-03;bad
11418;011-03;bad
11419;011-03;bad
11420;011-03;bad
11423;011-03;bad
11424;011-03;bad
11427;011-03;bad
11428;011-03;bad
11430;011-03;bad
11432;011-03;bad
11434;011-03;bad
11435;011-03;bad
11437;011-03;bad
11438;011-03;bad
11439;011-03;bad
11440;011-03;bad
13019;013-11;bad
13032;013-11;bad
13071;013-11;bad
