"com_insee";"circo";"status"
"36121";"036-02";"good"
"36122";"036-02";"good"
"36125";"036-02";"good"
"36126";"036-02";"good"
"36127";"036-02";"good"
"36129";"036-02";"good"
"36130";"036-02";"good"
"36131";"036-02";"good"
"36132";"036-02";"good"
"36133";"036-02";"good"
"36135";"036-02";"good"
"36138";"036-02";"good"
"36140";"036-02";"good"
"36141";"036-02";"good"
"36143";"036-02";"good"
"36146";"036-02";"good"
"36147";"036-02";"good"
"36151";"036-02";"good"
"36152";"036-02";"good"
"36154";"036-02";"good"
"36155";"036-02";"good"
"36156";"036-02";"good"
"36157";"036-02";"good"
"36158";"036-02";"good"
"36159";"036-02";"good"
"36160";"036-02";"good"
"36161";"036-02";"good"
"36162";"036-02";"good"
"36163";"036-02";"good"
"36164";"036-02";"good"
"36166";"036-02";"good"
"36169";"036-02";"good"
"36170";"036-02";"good"
"36171";"036-02";"good"
"36175";"036-02";"good"
"36179";"036-02";"good"
"36180";"036-02";"good"
"36181";"036-02";"good"
"36183";"036-02";"good"
"36184";"036-02";"good"
"36185";"036-02";"good"
"36186";"036-02";"good"
"36189";"036-02";"good"
"36190";"036-02";"good"
"36191";"036-02";"good"
"36195";"036-02";"good"
"36199";"036-02";"good"
"36200";"036-02";"good"
"36201";"036-02";"good"
"36205";"036-02";"good"
"36206";"036-02";"good"
"36207";"036-02";"good"
"36208";"036-02";"good"
"36209";"036-02";"good"
"36210";"036-02";"good"
"36211";"036-02";"good"
"36214";"036-02";"good"
"36215";"036-02";"good"
"36216";"036-02";"good"
"36217";"036-02";"good"
"36219";"036-02";"good"
"36221";"036-02";"good"
"36222";"036-02";"good"
"36226";"036-02";"good"
"36227";"036-02";"good"
"36228";"036-02";"good"
"36229";"036-02";"good"
"36230";"036-02";"good"
"36231";"036-02";"good"
"36233";"036-02";"good"
"36234";"036-02";"good"
"36235";"036-02";"good"
"36236";"036-02";"good"
"36237";"036-02";"good"
"36238";"036-02";"good"
"36240";"036-02";"good"
"36242";"036-02";"good"
"36243";"036-02";"good"
"36244";"036-02";"good"
"36247";"036-02";"good"
"36248";"036-02";"good"
"37003";"037-02";"good"
"37008";"037-02";"good"
"37009";"037-02";"good"
"37010";"037-02";"good"
"37015";"037-02";"good"
"37027";"037-02";"good"
"37030";"037-02";"good"
"37043";"037-02";"good"
"37046";"037-02";"good"
"37052";"037-02";"good"
"37054";"037-02";"good"
"37060";"037-02";"good"
"37063";"037-02";"good"
"37070";"037-02";"good"
"37073";"037-02";"good"
"37075";"037-02";"good"
"37079";"037-02";"good"
"37085";"037-02";"good"
"37091";"037-02";"good"
"37092";"037-02";"good"
"37095";"037-02";"good"
"37096";"037-02";"good"
"37100";"037-02";"good"
"37106";"037-02";"good"
"37110";"037-02";"good"
"37116";"037-02";"good"
"37124";"037-02";"good"
"37131";"037-02";"good"
"37138";"037-02";"good"
"37141";"037-02";"good"
"37153";"037-02";"good"
"37155";"037-02";"good"
"37156";"037-02";"good"
"37158";"037-02";"good"
"37160";"037-02";"good"
"37161";"037-02";"good"
"37163";"037-02";"good"
"37166";"037-02";"good"
"37169";"037-02";"good"
"37171";"037-02";"good"
"37172";"037-02";"good"
"37175";"037-02";"good"
"37179";"037-02";"good"
"37185";"037-02";"good"
"37194";"037-02";"good"
"37203";"037-02";"good"
"37224";"037-02";"good"
"37225";"037-02";"good"
"37229";"037-02";"good"
"37230";"037-02";"good"
"37236";"037-02";"good"
"37240";"037-02";"good"
"37252";"037-02";"good"
"37253";"037-02";"good"
"37267";"037-02";"good"
"37270";"037-02";"good"
"37273";"037-02";"good"
"37276";"037-02";"good"
"37281";"037-02";"good"
"37001";"037-03";"good"
"37006";"037-03";"good"
"37016";"037-03";"good"
"37019";"037-03";"good"
"37020";"037-03";"good"
"37023";"037-03";"good"
"37026";"037-03";"good"
"37028";"037-03";"good"
"37029";"037-03";"good"
"37032";"037-03";"good"
"37033";"037-03";"good"
"37039";"037-03";"good"
"37044";"037-03";"good"
"37045";"037-03";"good"
"37048";"037-03";"good"
"37049";"037-03";"good"
"37050";"037-03";"good"
"37053";"037-03";"good"
"37057";"037-03";"good"
"37061";"037-03";"good"
"37064";"037-03";"good"
"37066";"037-03";"good"
"37069";"037-03";"good"
"37078";"037-03";"good"
"37080";"037-03";"good"
"37083";"037-03";"good"
"37094";"037-03";"good"
"37097";"037-03";"good"
"37098";"037-03";"good"
"37103";"037-03";"good"
"37104";"037-03";"good"
"37107";"037-03";"good"
"37108";"037-03";"good"
"37111";"037-03";"good"
"37113";"037-03";"good"
"37114";"037-03";"good"
"37115";"037-03";"good"
"37127";"037-03";"good"
"37130";"037-03";"good"
"37132";"037-03";"good"
"37133";"037-03";"good"
"37134";"037-03";"good"
"37136";"037-03";"good"
"37143";"037-03";"good"
"37145";"037-03";"good"
"37154";"037-03";"good"
"37157";"037-03";"good"
"37159";"037-03";"good"
"37162";"037-03";"good"
"37168";"037-03";"good"
"37173";"037-03";"good"
"37177";"037-03";"good"
"37181";"037-03";"good"
"37183";"037-03";"good"
"37184";"037-03";"good"
"37186";"037-03";"good"
"37189";"037-03";"good"
"37192";"037-03";"good"
"37208";"037-03";"good"
"37209";"037-03";"good"
"37211";"037-03";"good"
"37218";"037-03";"good"
"37221";"037-03";"good"
"37222";"037-03";"good"
"37233";"037-03";"good"
"37234";"037-03";"good"
"37238";"037-03";"good"
"37246";"037-03";"good"
"37247";"037-03";"good"
"37250";"037-03";"good"
"37254";"037-03";"good"
"37259";"037-03";"good"
"37263";"037-03";"good"
"37265";"037-03";"good"
"37266";"037-03";"good"
"37269";"037-03";"good"
"37275";"037-03";"good"
"37277";"037-03";"good"
"37278";"037-03";"good"
"37280";"037-03";"good"
"37282";"037-03";"good"
"37004";"037-04";"good"
"37005";"037-04";"good"
"37007";"037-04";"good"
"37011";"037-04";"good"
"37012";"037-04";"good"
"37014";"037-04";"good"
"37018";"037-04";"good"
"37022";"037-04";"good"
"37025";"037-04";"good"
"37034";"037-04";"good"
"37035";"037-04";"good"
"37038";"037-04";"good"
"37040";"037-04";"good"
"37042";"037-04";"good"
"37051";"037-04";"good"
"37056";"037-04";"good"
"37065";"037-04";"good"
"37067";"037-04";"good"
"37071";"037-04";"good"
"37072";"037-04";"good"
"37076";"037-04";"good"
"37087";"037-04";"good"
"37088";"037-04";"good"
"37089";"037-04";"good"
"37090";"037-04";"good"
"37093";"037-04";"good"
"37099";"037-04";"good"
"37105";"037-04";"good"
"37118";"037-04";"good"
"37119";"037-04";"good"
"37121";"037-04";"good"
"37122";"037-04";"good"
"37125";"037-04";"good"
"37126";"037-04";"good"
"37128";"037-04";"good"
"37129";"037-04";"good"
"37140";"037-04";"good"
"37142";"037-04";"good"
"37144";"037-04";"good"
"37147";"037-04";"good"
"37148";"037-04";"good"
"37165";"037-04";"good"
"37174";"037-04";"good"
"37176";"037-04";"good"
"37178";"037-04";"good"
"37180";"037-04";"good"
"37187";"037-04";"good"
"37188";"037-04";"good"
"37190";"037-04";"good"
"37191";"037-04";"good"
"37195";"037-04";"good"
"37196";"037-04";"good"
"37197";"037-04";"good"
"37199";"037-04";"good"
"37200";"037-04";"good"
"37201";"037-04";"good"
"37202";"037-04";"good"
"37205";"037-04";"good"
"37210";"037-04";"good"
"37212";"037-04";"good"
"37216";"037-04";"good"
"37219";"037-04";"good"
"37220";"037-04";"good"
"37226";"037-04";"good"
"37242";"037-04";"good"
"37243";"037-04";"good"
"37244";"037-04";"good"
"37248";"037-04";"good"
"37255";"037-04";"good"
"37256";"037-04";"good"
"37257";"037-04";"good"
"37258";"037-04";"good"
"37260";"037-04";"good"
"37262";"037-04";"good"
"37264";"037-04";"good"
"37268";"037-04";"good"
"37271";"037-04";"good"
"37272";"037-04";"good"
"38057";"038-02";"good"
"38059";"038-02";"good"
"38068";"038-02";"good"
"38071";"038-02";"good"
"38151";"038-02";"good"
"38158";"038-02";"good"
"38179";"038-02";"good"
"38188";"038-02";"good"
"38200";"038-02";"good"
"38203";"038-02";"good"
"38252";"038-02";"good"
"38277";"038-02";"good"
"38279";"038-02";"good"
"38309";"038-02";"good"
"38364";"038-02";"good"
"38388";"038-02";"good"
"38402";"038-02";"good"
"38421";"038-02";"good"
"38445";"038-02";"good"
"38478";"038-02";"good"
"38528";"038-02";"good"
"38529";"038-02";"good"
"38533";"038-02";"good"
"38562";"038-02";"good"
"38002";"038-05";"good"
"38006";"038-05";"good"
"38027";"038-05";"good"
"38028";"038-05";"good"
"38062";"038-05";"good"
"38070";"038-05";"good"
"38075";"038-05";"good"
"38078";"038-05";"good"
"38080";"038-05";"good"
"38100";"038-05";"good"
"38120";"038-05";"good"
"38140";"038-05";"good"
"38150";"038-05";"good"
"38155";"038-05";"good"
"38163";"038-05";"good"
"38166";"038-05";"good"
"38170";"038-05";"good"
"38175";"038-05";"good"
"38181";"038-05";"good"
"38192";"038-05";"good"
"38206";"038-05";"good"
"38214";"038-05";"good"
"38222";"038-05";"good"
"38228";"038-05";"good"
"38236";"038-05";"good"
"38256";"038-05";"good"
"38258";"038-05";"good"
"38262";"038-05";"good"
"38268";"038-05";"good"
"38271";"038-05";"good"
"38292";"038-05";"good"
"38303";"038-05";"good"
"38306";"038-05";"good"
"38314";"038-05";"good"
"38325";"038-05";"good"
"38328";"038-05";"good"
"38334";"038-05";"good"
"38350";"038-05";"good"
"38367";"038-05";"good"
"38372";"038-05";"good"
"38376";"038-05";"good"
"38382";"038-05";"good"
"38386";"038-05";"good"
"38395";"038-05";"good"
"38404";"038-05";"good"
"38405";"038-05";"good"
"38412";"038-05";"good"
"38417";"038-05";"good"
"38418";"038-05";"good"
"38422";"038-05";"good"
"38423";"038-05";"good"
"38426";"038-05";"good"
"38430";"038-05";"good"
"38435";"038-05";"good"
"38439";"038-05";"good"
"38442";"038-05";"good"
"38446";"038-05";"good"
"38460";"038-05";"good"
"38466";"038-05";"good"
"38472";"038-05";"good"
"38501";"038-05";"good"
"38503";"038-05";"good"
"38504";"038-05";"good"
"38511";"038-05";"good"
"38531";"038-05";"good"
"38538";"038-05";"good"
"38547";"038-05";"good"
"38564";"038-05";"good"
"38567";"038-05";"good"
"38003";"038-07";"good"
"38009";"038-07";"good"
"38013";"038-07";"good"
"38015";"038-07";"good"
"38016";"038-07";"good"
"38025";"038-07";"good"
"38032";"038-07";"good"
"38034";"038-07";"good"
"38035";"038-07";"good"
"38037";"038-07";"good"
"38038";"038-07";"good"
"38042";"038-07";"good"
"38043";"038-07";"good"
"38044";"038-07";"good"
"38046";"038-07";"good"
"38047";"038-07";"good"
"38049";"038-07";"good"
"38051";"038-07";"good"
"38056";"038-07";"good"
"38058";"038-07";"good"
"38060";"038-07";"good"
"38063";"038-07";"good"
"38065";"038-07";"good"
"38066";"038-07";"good"
"38069";"038-07";"good"
"38072";"038-07";"good"
"38077";"038-07";"good"
"38082";"038-07";"good"
"38089";"038-07";"good"
"38093";"038-07";"good"
"38094";"038-07";"good"
"38098";"038-07";"good"
"38118";"038-07";"good"
"38121";"038-07";"good"
"38130";"038-07";"good"
"38134";"038-07";"good"
"38141";"038-07";"good"
"38147";"038-07";"good"
"38152";"038-07";"good"
"38159";"038-07";"good"
"38161";"038-07";"good"
"38167";"038-07";"good"
"38171";"038-07";"good"
"38174";"038-07";"good"
"38180";"038-07";"good"
"38182";"038-07";"good"
"38198";"038-07";"good"
"38209";"038-07";"good"
"38211";"038-07";"good"
"38213";"038-07";"good"
"38218";"038-07";"good"
"38219";"038-07";"good"
"38221";"038-07";"good"
"38231";"038-07";"good"
"38232";"038-07";"good"
"38240";"038-07";"good"
"38244";"038-07";"good"
"38255";"038-07";"good"
"38257";"038-07";"good"
"38259";"038-07";"good"
"38267";"038-07";"good"
"38274";"038-07";"good"
"38284";"038-07";"good"
"38287";"038-07";"good"
"38290";"038-07";"good"
"38291";"038-07";"good"
"38293";"038-07";"good"
"38296";"038-07";"good"
"38298";"038-07";"good"
"38300";"038-07";"good"
"38305";"038-07";"good"
"38307";"038-07";"good"
"38308";"038-07";"good"
"38311";"038-07";"good"
"38324";"038-07";"good"
"38335";"038-07";"good"
"38344";"038-07";"good"
"38346";"038-07";"good"
"38347";"038-07";"good"
"38349";"038-07";"good"
"38351";"038-07";"good"
"38358";"038-07";"good"
"38363";"038-07";"good"
"38379";"038-07";"good"
"38380";"038-07";"good"
"38384";"038-07";"good"
"38387";"038-07";"good"
"38393";"038-07";"good"
"38399";"038-07";"good"
"38406";"038-07";"good"
"38427";"038-07";"good"
"38434";"038-07";"good"
"38440";"038-07";"good"
"38452";"038-07";"good"
"38457";"038-07";"good"
"38468";"038-07";"good"
"38473";"038-07";"good"
"38476";"038-07";"good"
"38479";"038-07";"good"
"38490";"038-07";"good"
"38496";"038-07";"good"
"38505";"038-07";"good"
"38512";"038-07";"good"
"38520";"038-07";"good"
"38555";"038-07";"good"
"38556";"038-07";"good"
"38560";"038-07";"good"
"38561";"038-07";"good"
"38017";"038-08";"good"
"38019";"038-08";"good"
"38081";"038-08";"good"
"38087";"038-08";"good"
"38101";"038-08";"good"
"38107";"038-08";"good"
"38110";"038-08";"good"
"38114";"038-08";"good"
"38131";"038-08";"good"
"38144";"038-08";"good"
"38157";"038-08";"good"
"38160";"038-08";"good"
"38184";"038-08";"good"
"38189";"038-08";"good"
"38199";"038-08";"good"
"38215";"038-08";"good"
"38238";"038-08";"good"
"38288";"038-08";"good"
"38318";"038-08";"good"
"38336";"038-08";"good"
"38340";"038-08";"good"
"38353";"038-08";"good"
"38378";"038-08";"good"
"38389";"038-08";"good"
"38408";"038-08";"good"
"38425";"038-08";"good"
"38448";"038-08";"good"
"38459";"038-08";"good"
"38480";"038-08";"good"
"38484";"038-08";"good"
"38487";"038-08";"good"
"38519";"038-08";"good"
"38536";"038-08";"good"
"38544";"038-08";"good"
"38558";"038-08";"good"
"38004";"038-09";"good"
"38018";"038-09";"good"
"38030";"038-09";"good"
"38033";"038-09";"good"
"38036";"038-09";"good"
"38041";"038-09";"good"
"38061";"038-09";"good"
"38074";"038-09";"good"
"38084";"038-09";"good"
"38086";"038-09";"good"
"38092";"038-09";"good"
"38095";"038-09";"good"
"38099";"038-09";"good"
"38105";"038-09";"good"
"38108";"038-09";"good"
"38117";"038-09";"good"
"38133";"038-09";"good"
"38137";"038-09";"good"
"38145";"038-09";"good"
"38194";"038-09";"good"
"38195";"038-09";"good"
"38216";"038-09";"good"
"38239";"038-09";"good"
"38245";"038-09";"good"
"38248";"038-09";"good"
"38263";"038-09";"good"
"38270";"038-09";"good"
"38272";"038-09";"good"
"38275";"038-09";"good"
"38278";"038-09";"good"
"38310";"038-09";"good"
"38312";"038-09";"good"
"38319";"038-09";"good"
"38322";"038-09";"good"
"38330";"038-09";"good"
"38331";"038-09";"good"
"38332";"038-09";"good"
"38333";"038-09";"good"
"38337";"038-09";"good"
"38338";"038-09";"good"
"38345";"038-09";"good"
"38356";"038-09";"good"
"38359";"038-09";"good"
"38360";"038-09";"good"
"38362";"038-09";"good"
"38368";"038-09";"good"
"38370";"038-09";"good"
"38373";"038-09";"good"
"38383";"038-09";"good"
"38390";"038-09";"good"
"38394";"038-09";"good"
"38400";"038-09";"good"
"38407";"038-09";"good"
"38409";"038-09";"good"
"38410";"038-09";"good"
"38416";"038-09";"good"
"38432";"038-09";"good"
"38437";"038-09";"good"
"38443";"038-09";"good"
"38450";"038-09";"good"
"38453";"038-09";"good"
"38454";"038-09";"good"
"38463";"038-09";"good"
"38495";"038-09";"good"
"38500";"038-09";"good"
"38517";"038-09";"good"
"38523";"038-09";"good"
"38526";"038-09";"good"
"38559";"038-09";"good"
"38563";"038-09";"good"
"38565";"038-09";"good"
"38566";"038-09";"good"
"39003";"039-01";"good"
"39007";"039-01";"good"
"39010";"039-01";"good"
"39016";"039-01";"good"
"39017";"039-01";"good"
"39018";"039-01";"good"
"39021";"039-01";"good"
"39023";"039-01";"good"
"39025";"039-01";"good"
"39027";"039-01";"good"
"39028";"039-01";"good"
"39035";"039-01";"good"
"39036";"039-01";"good"
"39040";"039-01";"good"
"39041";"039-01";"good"
"39043";"039-01";"good"
"39045";"039-01";"good"
"39049";"039-01";"good"
"39050";"039-01";"good"
"39054";"039-01";"good"
"39056";"039-01";"good"
"39057";"039-01";"good"
"39058";"039-01";"good"
"39060";"039-01";"good"
"39062";"039-01";"good"
"39064";"039-01";"good"
"39065";"039-01";"good"
"39066";"039-01";"good"
"39069";"039-01";"good"
"39073";"039-01";"good"
"39075";"039-01";"good"
"39079";"039-01";"good"
"39080";"039-01";"good"
"39081";"039-01";"good"
"39086";"039-01";"good"
"39088";"039-01";"good"
"39089";"039-01";"good"
"39092";"039-01";"good"
"39094";"039-01";"good"
"39100";"039-01";"good"
"39104";"039-01";"good"
"39110";"039-01";"good"
"39111";"039-01";"good"
"39112";"039-01";"good"
"39114";"039-01";"good"
"39119";"039-01";"good"
"39122";"039-01";"good"
"39123";"039-01";"good"
"39124";"039-01";"good"
"39127";"039-01";"good"
"39132";"039-01";"good"
"39134";"039-01";"good"
"39135";"039-01";"good"
"39136";"039-01";"good"
"39137";"039-01";"good"
"39140";"039-01";"good"
"39142";"039-01";"good"
"39145";"039-01";"good"
"39146";"039-01";"good"
"39148";"039-01";"good"
"39158";"039-01";"good"
"39159";"039-01";"good"
"39160";"039-01";"good"
"39162";"039-01";"good"
"39163";"039-01";"good"
"39164";"039-01";"good"
"39166";"039-01";"good"
"39167";"039-01";"good"
"39168";"039-01";"good"
"39169";"039-01";"good"
"39170";"039-01";"good"
"39171";"039-01";"good"
"39173";"039-01";"good"
"39177";"039-01";"good"
"39180";"039-01";"good"
"39185";"039-01";"good"
"39191";"039-01";"good"
"39194";"039-01";"good"
"39195";"039-01";"good"
"39196";"039-01";"good"
"39197";"039-01";"good"
"39199";"039-01";"good"
"39200";"039-01";"good"
"39204";"039-01";"good"
"39207";"039-01";"good"
"39209";"039-01";"good"
"39215";"039-01";"good"
"39217";"039-01";"good"
"39222";"039-01";"good"
"39224";"039-01";"good"
"39225";"039-01";"good"
"39226";"039-01";"good"
"39229";"039-01";"good"
"39234";"039-01";"good"
"39236";"039-01";"good"
"39241";"039-01";"good"
"39243";"039-01";"good"
"39244";"039-01";"good"
"39247";"039-01";"good"
"39250";"039-01";"good"
"39251";"039-01";"good"
"39253";"039-01";"good"
"39255";"039-01";"good"
"39260";"039-01";"good"
"39261";"039-01";"good"
"39263";"039-01";"good"
"39264";"039-01";"good"
"39272";"039-01";"good"
"39273";"039-01";"good"
"39279";"039-01";"good"
"39287";"039-01";"good"
"39288";"039-01";"good"
"39290";"039-01";"good"
"39295";"039-01";"good"
"39296";"039-01";"good"
"39300";"039-01";"good"
"39303";"039-01";"good"
"39304";"039-01";"good"
"39306";"039-01";"good"
"39309";"039-01";"good"
"39310";"039-01";"good"
"39312";"039-01";"good"
"39314";"039-01";"good"
"39317";"039-01";"good"
"39320";"039-01";"good"
"39321";"039-01";"good"
"39324";"039-01";"good"
"39327";"039-01";"good"
"39330";"039-01";"good"
"39332";"039-01";"good"
"39334";"039-01";"good"
"39336";"039-01";"good"
"39342";"039-01";"good"
"39343";"039-01";"good"
"39346";"039-01";"good"
"39347";"039-01";"good"
"39348";"039-01";"good"
"39349";"039-01";"good"
"39353";"039-01";"good"
"39354";"039-01";"good"
"39362";"039-01";"good"
"39363";"039-01";"good"
"39375";"039-01";"good"
"39378";"039-01";"good"
"39379";"039-01";"good"
"39380";"039-01";"good"
"39382";"039-01";"good"
"39386";"039-01";"good"
"39388";"039-01";"good"
"39390";"039-01";"good"
"39394";"039-01";"good"
"39395";"039-01";"good"
"39397";"039-01";"good"
"39401";"039-01";"good"
"39404";"039-01";"good"
"39407";"039-01";"good"
"39411";"039-01";"good"
"39418";"039-01";"good"
"39420";"039-01";"good"
"39421";"039-01";"good"
"39422";"039-01";"good"
"39423";"039-01";"good"
"39426";"039-01";"good"
"39431";"039-01";"good"
"39434";"039-01";"good"
"39443";"039-01";"good"
"39445";"039-01";"good"
"39447";"039-01";"good"
"39454";"039-01";"good"
"39455";"039-01";"good"
"39456";"039-01";"good"
"39457";"039-01";"good"
"39458";"039-01";"good"
"39466";"039-01";"good"
"39467";"039-01";"good"
"39468";"039-01";"good"
"39471";"039-01";"good"
"39472";"039-01";"good"
"39474";"039-01";"good"
"39475";"039-01";"good"
"39480";"039-01";"good"
"39482";"039-01";"good"
"39483";"039-01";"good"
"39484";"039-01";"good"
"39485";"039-01";"good"
"39486";"039-01";"good"
"39488";"039-01";"good"
"39489";"039-01";"good"
"39492";"039-01";"good"
"39504";"039-01";"good"
"39506";"039-01";"good"
"39508";"039-01";"good"
"39509";"039-01";"good"
"39511";"039-01";"good"
"39512";"039-01";"good"
"39530";"039-01";"good"
"39532";"039-01";"good"
"39533";"039-01";"good"
"39534";"039-01";"good"
"39535";"039-01";"good"
"39537";"039-01";"good"
"39542";"039-01";"good"
"39544";"039-01";"good"
"39548";"039-01";"good"
"39549";"039-01";"good"
"39550";"039-01";"good"
"39551";"039-01";"good"
"39552";"039-01";"good"
"39553";"039-01";"good"
"39555";"039-01";"good"
"39557";"039-01";"good"
"39558";"039-01";"good"
"39564";"039-01";"good"
"39566";"039-01";"good"
"39567";"039-01";"good"
"39568";"039-01";"good"
"39570";"039-01";"good"
"39574";"039-01";"good"
"39575";"039-01";"good"
"39576";"039-01";"good"
"39577";"039-01";"good"
"39582";"039-01";"good"
"39583";"039-01";"good"
"39009";"039-02";"good"
"39015";"039-02";"good"
"39020";"039-02";"good"
"39032";"039-02";"good"
"39038";"039-02";"good"
"39046";"039-02";"good"
"39047";"039-02";"good"
"39052";"039-02";"good"
"39053";"039-02";"good"
"39055";"039-02";"good"
"39059";"039-02";"good"
"39061";"039-02";"good"
"39063";"039-02";"good"
"39068";"039-02";"good"
"39070";"039-02";"good"
"39083";"039-02";"good"
"39085";"039-02";"good"
"39091";"039-02";"good"
"39097";"039-02";"good"
"39102";"039-02";"good"
"39105";"039-02";"good"
"39106";"039-02";"good"
"39107";"039-02";"good"
"39108";"039-02";"good"
"39109";"039-02";"good"
"39113";"039-02";"good"
"39115";"039-02";"good"
"39118";"039-02";"good"
"39120";"039-02";"good"
"39126";"039-02";"good"
"39129";"039-02";"good"
"39130";"039-02";"good"
"39131";"039-02";"good"
"39143";"039-02";"good"
"39151";"039-02";"good"
"39153";"039-02";"good"
"39154";"039-02";"good"
"39156";"039-02";"good"
"39157";"039-02";"good"
"39161";"039-02";"good"
"39165";"039-02";"good"
"39174";"039-02";"good"
"39175";"039-02";"good"
"39178";"039-02";"good"
"39179";"039-02";"good"
"39183";"039-02";"good"
"39184";"039-02";"good"
"39186";"039-02";"good"
"39187";"039-02";"good"
"39192";"039-02";"good"
"39201";"039-02";"good"
"39203";"039-02";"good"
"39208";"039-02";"good"
"39210";"039-02";"good"
"39213";"039-02";"good"
"39214";"039-02";"good"
"39216";"039-02";"good"
"39221";"039-02";"good"
"39227";"039-02";"good"
"39228";"039-02";"good"
"39230";"039-02";"good"
"39232";"039-02";"good"
"39237";"039-02";"good"
"39239";"039-02";"good"
"39240";"039-02";"good"
"39254";"039-02";"good"
"39258";"039-02";"good"
"39265";"039-02";"good"
"39269";"039-02";"good"
"39271";"039-02";"good"
"39274";"039-02";"good"
"39275";"039-02";"good"
"39277";"039-02";"good"
"39278";"039-02";"good"
"39280";"039-02";"good"
"39281";"039-02";"good"
"39282";"039-02";"good"
"39283";"039-02";"good"
"39286";"039-02";"good"
"39289";"039-02";"good"
"39292";"039-02";"good"
"39293";"039-02";"good"
"39294";"039-02";"good"
"39297";"039-02";"good"
"39298";"039-02";"good"
"39301";"039-02";"good"
"39307";"039-02";"good"
"39313";"039-02";"good"
"39318";"039-02";"good"
"39322";"039-02";"good"
"39326";"039-02";"good"
"39328";"039-02";"good"
"39329";"039-02";"good"
"39331";"039-02";"good"
"39333";"039-02";"good"
"39339";"039-02";"good"
"39340";"039-02";"good"
"39341";"039-02";"good"
"39344";"039-02";"good"
"39351";"039-02";"good"
"39356";"039-02";"good"
"39364";"039-02";"good"
"39366";"039-02";"good"
"39367";"039-02";"good"
"39368";"039-02";"good"
"39371";"039-02";"good"
"39372";"039-02";"good"
"39373";"039-02";"good"
"39376";"039-02";"good"
"39381";"039-02";"good"
"39389";"039-02";"good"
"39391";"039-02";"good"
"39393";"039-02";"good"
"39406";"039-02";"good"
"39408";"039-02";"good"
"39413";"039-02";"good"
"39417";"039-02";"good"
"39419";"039-02";"good"
"39424";"039-02";"good"
"39427";"039-02";"good"
"39428";"039-02";"good"
"39435";"039-02";"good"
"39437";"039-02";"good"
"39438";"039-02";"good"
"39440";"039-02";"good"
"39441";"039-02";"good"
"39442";"039-02";"good"
"39453";"039-02";"good"
"39460";"039-02";"good"
"39461";"039-02";"good"
"39463";"039-02";"good"
"39470";"039-02";"good"
"39473";"039-02";"good"
"39478";"039-02";"good"
"39481";"039-02";"good"
"39487";"039-02";"good"
"39491";"039-02";"good"
"39493";"039-02";"good"
"39494";"039-02";"good"
"39503";"039-02";"good"
"39505";"039-02";"good"
"39510";"039-02";"good"
"39517";"039-02";"good"
"39518";"039-02";"good"
"39519";"039-02";"good"
"39522";"039-02";"good"
"39523";"039-02";"good"
"39531";"039-02";"good"
"39538";"039-02";"good"
"39540";"039-02";"good"
"39543";"039-02";"good"
"39545";"039-02";"good"
"39547";"039-02";"good"
"39554";"039-02";"good"
"39556";"039-02";"good"
"39560";"039-02";"good"
"39561";"039-02";"good"
"39562";"039-02";"good"
"39579";"039-02";"good"
"39585";"039-02";"good"
"39001";"039-03";"good"
"39002";"039-03";"good"
"39004";"039-03";"good"
"39006";"039-03";"good"
"39008";"039-03";"good"
"39011";"039-03";"good"
"39013";"039-03";"good"
"39014";"039-03";"good"
"39019";"039-03";"good"
"39022";"039-03";"good"
"39024";"039-03";"good"
"39026";"039-03";"good"
"39029";"039-03";"good"
"39030";"039-03";"good"
"39031";"039-03";"good"
"39034";"039-03";"good"
"39037";"039-03";"good"
"39039";"039-03";"good"
"39042";"039-03";"good"
"39048";"039-03";"good"
"39051";"039-03";"good"
"39072";"039-03";"good"
"39074";"039-03";"good"
"39076";"039-03";"good"
"39077";"039-03";"good"
"39078";"039-03";"good"
"39084";"039-03";"good"
"39090";"039-03";"good"
"39093";"039-03";"good"
"39095";"039-03";"good"
"39096";"039-03";"good"
"39099";"039-03";"good"
"39101";"039-03";"good"
"39103";"039-03";"good"
"39116";"039-03";"good"
"39117";"039-03";"good"
"39121";"039-03";"good"
"39128";"039-03";"good"
"39133";"039-03";"good"
"39138";"039-03";"good"
"39139";"039-03";"good"
"39141";"039-03";"good"
"39147";"039-03";"good"
"39149";"039-03";"good"
"39150";"039-03";"good"
"39155";"039-03";"good"
"39172";"039-03";"good"
"39176";"039-03";"good"
"39182";"039-03";"good"
"39188";"039-03";"good"
"39189";"039-03";"good"
"39190";"039-03";"good"
"39193";"039-03";"good"
"39198";"039-03";"good"
"39202";"039-03";"good"
"39205";"039-03";"good"
"39206";"039-03";"good"
"39211";"039-03";"good"
"39218";"039-03";"good"
"39219";"039-03";"good"
"39220";"039-03";"good"
"39223";"039-03";"good"
"39233";"039-03";"good"
"39235";"039-03";"good"
"39238";"039-03";"good"
"39245";"039-03";"good"
"39246";"039-03";"good"
"39248";"039-03";"good"
"39249";"039-03";"good"
"39252";"039-03";"good"
"39259";"039-03";"good"
"39262";"039-03";"good"
"39266";"039-03";"good"
"39267";"039-03";"good"
"39268";"039-03";"good"
"39270";"039-03";"good"
"39284";"039-03";"good"
"39285";"039-03";"good"
"39291";"039-03";"good"
"39299";"039-03";"good"
"39302";"039-03";"good"
"39305";"039-03";"good"
"39308";"039-03";"good"
"39315";"039-03";"good"
"39319";"039-03";"good"
