"com_insee";"circo";"status"
"74049";"074-03";"good"
"74050";"074-03";"good"
"74051";"074-03";"good"
"74052";"074-03";"good"
"74059";"074-03";"good"
"74087";"074-03";"good"
"74088";"074-03";"good"
"74090";"074-03";"good"
"74096";"074-03";"good"
"74110";"074-03";"good"
"74116";"074-03";"good"
"74122";"074-03";"good"
"74128";"074-03";"good"
"74139";"074-03";"good"
"74140";"074-03";"good"
"74162";"074-03";"good"
"74164";"074-03";"good"
"74174";"074-03";"good"
"74177";"074-03";"good"
"74185";"074-03";"good"
"74189";"074-03";"good"
"74193";"074-03";"good"
"74197";"074-03";"good"
"74205";"074-03";"good"
"74209";"074-03";"good"
"74211";"074-03";"good"
"74212";"074-03";"good"
"74220";"074-03";"good"
"74224";"074-03";"good"
"74226";"074-03";"good"
"74228";"074-03";"good"
"74240";"074-03";"good"
"74241";"074-03";"good"
"74244";"074-03";"good"
"74250";"074-03";"good"
"74253";"074-03";"good"
"74259";"074-03";"good"
"74261";"074-03";"good"
"74262";"074-03";"good"
"74278";"074-03";"good"
"74284";"074-03";"good"
"74301";"074-03";"good"
"74304";"074-03";"good"
"74306";"074-03";"good"
"74311";"074-03";"good"
"74312";"074-03";"good"
"74313";"074-03";"good"
"74008";"074-04";"good"
"74012";"074-04";"good"
"74016";"074-04";"good"
"74021";"074-04";"good"
"74029";"074-04";"good"
"74031";"074-04";"good"
"74040";"074-04";"good"
"74044";"074-04";"good"
"74055";"074-04";"good"
"74065";"074-04";"good"
"74066";"074-04";"good"
"74068";"074-04";"good"
"74069";"074-04";"good"
"74071";"074-04";"good"
"74074";"074-04";"good"
"74075";"074-04";"good"
"74077";"074-04";"good"
"74078";"074-04";"good"
"74082";"074-04";"good"
"74086";"074-04";"good"
"74094";"074-04";"good"
"74100";"074-04";"good"
"74101";"074-04";"good"
"74107";"074-04";"good"
"74109";"074-04";"good"
"74118";"074-04";"good"
"74124";"074-04";"good"
"74130";"074-04";"good"
"74131";"074-04";"good"
"74133";"074-04";"good"
"74144";"074-04";"good"
"74145";"074-04";"good"
"74153";"074-04";"good"
"74158";"074-04";"good"
"74168";"074-04";"good"
"74178";"074-04";"good"
"74184";"074-04";"good"
"74195";"074-04";"good"
"74201";"074-04";"good"
"74216";"074-04";"good"
"74229";"074-04";"good"
"74235";"074-04";"good"
"74243";"074-04";"good"
"74260";"074-04";"good"
"74269";"074-04";"good"
"74285";"074-04";"good"
"74288";"074-04";"good"
"74291";"074-04";"good"
"74296";"074-04";"good"
"74298";"074-04";"good"
"74305";"074-04";"good"
"74309";"074-04";"good"
"74314";"074-04";"good"
"74001";"074-05";"good"
"74005";"074-05";"good"
"74013";"074-05";"good"
"74020";"074-05";"good"
"74025";"074-05";"good"
"74030";"074-05";"good"
"74032";"074-05";"good"
"74033";"074-05";"good"
"74034";"074-05";"good"
"74041";"074-05";"good"
"74043";"074-05";"good"
"74048";"074-05";"good"
"74053";"074-05";"good"
"74057";"074-05";"good"
"74058";"074-05";"good"
"74063";"074-05";"good"
"74070";"074-05";"good"
"74073";"074-05";"good"
"74105";"074-05";"good"
"74106";"074-05";"good"
"74114";"074-05";"good"
"74119";"074-05";"good"
"74121";"074-05";"good"
"74126";"074-05";"good"
"74127";"074-05";"good"
"74129";"074-05";"good"
"74146";"074-05";"good"
"74150";"074-05";"good"
"74154";"074-05";"good"
"74155";"074-05";"good"
"74156";"074-05";"good"
"74157";"074-05";"good"
"74163";"074-05";"good"
"74166";"074-05";"good"
"74171";"074-05";"good"
"74172";"074-05";"good"
"74175";"074-05";"good"
"74180";"074-05";"good"
"74188";"074-05";"good"
"74191";"074-05";"good"
"74199";"074-05";"good"
"74200";"074-05";"good"
"74203";"074-05";"good"
"74206";"074-05";"good"
"74210";"074-05";"good"
"74218";"074-05";"good"
"74222";"074-05";"good"
"74237";"074-05";"good"
"74238";"074-05";"good"
"74249";"074-05";"good"
"74263";"074-05";"good"
"74271";"074-05";"good"
"74279";"074-05";"good"
"74281";"074-05";"good"
"74286";"074-05";"good"
"74287";"074-05";"good"
"74293";"074-05";"good"
"74295";"074-05";"good"
"74308";"074-05";"good"
"74315";"074-05";"good"
"74014";"074-06";"good"
"74056";"074-06";"good"
"74064";"074-06";"good"
"74081";"074-06";"good"
"74083";"074-06";"good"
"74085";"074-06";"good"
"74089";"074-06";"good"
"74091";"074-06";"good"
"74099";"074-06";"good"
"74103";"074-06";"good"
"74134";"074-06";"good"
"74143";"074-06";"good"
"74159";"074-06";"good"
"74169";"074-06";"good"
"74173";"074-06";"good"
"74183";"074-06";"good"
"74190";"074-06";"good"
"74196";"074-06";"good"
"74208";"074-06";"good"
"74215";"074-06";"good"
"74221";"074-06";"good"
"74223";"074-06";"good"
"74236";"074-06";"good"
"74252";"074-06";"good"
"74256";"074-06";"good"
"74258";"074-06";"good"
"74264";"074-06";"good"
"74266";"074-06";"good"
"74273";"074-06";"good"
"74276";"074-06";"good"
"74290";"074-06";"good"
"74294";"074-06";"good"
"76005";"076-02";"good"
"76025";"076-02";"good"
"76039";"076-02";"good"
"76046";"076-02";"good"
"76048";"076-02";"good"
"76067";"076-02";"good"
"76069";"076-02";"good"
"76093";"076-02";"good"
"76094";"076-02";"good"
"76095";"076-02";"good"
"76100";"076-02";"good"
"76103";"076-02";"good"
"76106";"076-02";"good"
"76107";"076-02";"good"
"76108";"076-02";"good"
"76109";"076-02";"good"
"76111";"076-02";"good"
"76113";"076-02";"good"
"76116";"076-02";"good"
"76120";"076-02";"good"
"76121";"076-02";"good"
"76124";"076-02";"good"
"76127";"076-02";"good"
"76142";"076-02";"good"
"76146";"076-02";"good"
"76163";"076-02";"good"
"76171";"076-02";"good"
"76201";"076-02";"good"
"76208";"076-02";"good"
"76209";"076-02";"good"
"76212";"076-02";"good"
"76218";"076-02";"good"
"76229";"076-02";"good"
"76230";"076-02";"good"
"76242";"076-02";"good"
"76243";"076-02";"good"
"76248";"076-02";"good"
"76260";"076-02";"good"
"76263";"076-02";"good"
"76273";"076-02";"good"
"76285";"076-02";"good"
"76292";"076-02";"good"
"76297";"076-02";"good"
"76312";"076-02";"good"
"76313";"076-02";"good"
"76316";"076-02";"good"
"76338";"076-02";"good"
"76352";"076-02";"good"
"76358";"076-02";"good"
"76359";"076-02";"good"
"76364";"076-02";"good"
"76377";"076-02";"good"
"76396";"076-02";"good"
"76412";"076-02";"good"
"76423";"076-02";"good"
"76426";"076-02";"good"
"76429";"076-02";"good"
"76431";"076-02";"good"
"76434";"076-02";"good"
"76440";"076-02";"good"
"76448";"076-02";"good"
"76450";"076-02";"good"
"76453";"076-02";"good"
"76455";"076-02";"good"
"76463";"076-02";"good"
"76464";"076-02";"good"
"76469";"076-02";"good"
"76475";"076-02";"good"
"76502";"076-02";"good"
"76509";"076-02";"good"
"76514";"076-02";"good"
"76521";"076-02";"good"
"76536";"076-02";"good"
"76548";"076-02";"good"
"76554";"076-02";"good"
"76558";"076-02";"good"
"76560";"076-02";"good"
"76571";"076-02";"good"
"76573";"076-02";"good"
"76581";"076-02";"good"
"76591";"076-02";"good"
"76599";"076-02";"good"
"76617";"076-02";"good"
"76673";"076-02";"good"
"76676";"076-02";"good"
"76738";"076-02";"good"
"76740";"076-02";"good"
"76753";"076-02";"good"
"76131";"076-04";"good"
"76157";"076-04";"good"
"76165";"076-04";"good"
"76178";"076-04";"good"
"76231";"076-04";"good"
"76282";"076-04";"good"
"76319";"076-04";"good"
"76322";"076-04";"good"
"76350";"076-04";"good"
"76391";"076-04";"good"
"76410";"076-04";"good"
"76457";"076-04";"good"
"76486";"076-04";"good"
"76497";"076-04";"good"
"76550";"076-04";"good"
"76561";"076-04";"good"
"76634";"076-04";"good"
"76640";"076-04";"good"
"76682";"076-04";"good"
"76705";"076-04";"good"
"76717";"076-04";"good"
"76020";"076-05";"good"
"76022";"076-05";"good"
"76031";"076-05";"good"
"76056";"076-05";"good"
"76057";"076-05";"good"
"76066";"076-05";"good"
"76088";"076-05";"good"
"76089";"076-05";"good"
"76099";"076-05";"good"
"76135";"076-05";"good"
"76149";"076-05";"good"
"76160";"076-05";"good"
"76164";"076-05";"good"
"76203";"076-05";"good"
"76222";"076-05";"good"
"76223";"076-05";"good"
"76234";"076-05";"good"
"76237";"076-05";"good"
"76267";"076-05";"good"
"76281";"076-05";"good"
"76287";"076-05";"good"
"76289";"076-05";"good"
"76311";"076-05";"good"
"76318";"076-05";"good"
"76335";"076-05";"good"
"76354";"076-05";"good"
"76362";"076-05";"good"
"76366";"076-05";"good"
"76367";"076-05";"good"
"76378";"076-05";"good"
"76384";"076-05";"good"
"76385";"076-05";"good"
"76398";"076-05";"good"
"76401";"076-05";"good"
"76402";"076-05";"good"
"76418";"076-05";"good"
"76419";"076-05";"good"
"76421";"076-05";"good"
"76433";"076-05";"good"
"76436";"076-05";"good"
"76444";"076-05";"good"
"76446";"076-05";"good"
"76471";"076-05";"good"
"76473";"076-05";"good"
"76474";"076-05";"good"
"76476";"076-05";"good"
"76495";"076-05";"good"
"76499";"076-05";"good"
"76503";"076-05";"good"
"76513";"076-05";"good"
"76541";"076-05";"good"
"76556";"076-05";"good"
"76557";"076-05";"good"
"76559";"076-05";"good"
"76566";"076-05";"good"
"76585";"076-05";"good"
"76592";"076-05";"good"
"76594";"076-05";"good"
"76608";"076-05";"good"
"76614";"076-05";"good"
"76622";"076-05";"good"
"76625";"076-05";"good"
"76626";"076-05";"good"
"76627";"076-05";"good"
"76628";"076-05";"good"
"76631";"076-05";"good"
"76636";"076-05";"good"
"76659";"076-05";"good"
"76701";"076-05";"good"
"76709";"076-05";"good"
"76712";"076-05";"good"
"76713";"076-05";"good"
"76727";"076-05";"good"
"76728";"076-05";"good"
"76742";"076-05";"good"
"76743";"076-05";"good"
"76750";"076-05";"good"
"76759";"076-05";"good"
"76004";"076-06";"good"
"76008";"076-06";"good"
"76026";"076-06";"good"
"76027";"076-06";"good"
"76028";"076-06";"good"
"76029";"076-06";"good"
"76030";"076-06";"good"
"76035";"076-06";"good"
"76037";"076-06";"good"
"76042";"076-06";"good"
"76049";"076-06";"good"
"76052";"076-06";"good"
"76053";"076-06";"good"
"76054";"076-06";"good"
"76058";"076-06";"good"
"76059";"076-06";"good"
"76060";"076-06";"good"
"76065";"076-06";"good"
"76071";"076-06";"good"
"76073";"076-06";"good"
"76074";"076-06";"good"
"76081";"076-06";"good"
"76098";"076-06";"good"
"76101";"076-06";"good"
"76122";"076-06";"good"
"76130";"076-06";"good"
"76133";"076-06";"good"
"76137";"076-06";"good"
"76145";"076-06";"good"
"76147";"076-06";"good"
"76148";"076-06";"good"
"76154";"076-06";"good"
"76155";"076-06";"good"
"76166";"076-06";"good"
"76175";"076-06";"good"
"76184";"076-06";"good"
"76185";"076-06";"good"
"76186";"076-06";"good"
"76192";"076-06";"good"
"76199";"076-06";"good"
"76202";"076-06";"good"
"76207";"076-06";"good"
"76210";"076-06";"good"
"76211";"076-06";"good"
"76215";"076-06";"good"
"76217";"076-06";"good"
"76220";"076-06";"good"
"76233";"076-06";"good"
"76235";"076-06";"good"
"76244";"076-06";"good"
"76252";"076-06";"good"
"76255";"076-06";"good"
"76257";"076-06";"good"
"76261";"076-06";"good"
"76262";"076-06";"good"
"76265";"076-06";"good"
"76266";"076-06";"good"
"76276";"076-06";"good"
"76277";"076-06";"good"
"76278";"076-06";"good"
"76280";"076-06";"good"
"76283";"076-06";"good"
"76286";"076-06";"good"
"76288";"076-06";"good"
"76295";"076-06";"good"
"76301";"076-06";"good"
"76310";"076-06";"good"
"76320";"076-06";"good"
"76323";"076-06";"good"
"76324";"076-06";"good"
"76326";"076-06";"good"
"76332";"076-06";"good"
"76333";"076-06";"good"
"76337";"076-06";"good"
"76343";"076-06";"good"
"76344";"076-06";"good"
"76345";"076-06";"good"
"76349";"076-06";"good"
"76363";"076-06";"good"
"76371";"076-06";"good"
"76372";"076-06";"good"
"76374";"076-06";"good"
"76376";"076-06";"good"
"76381";"076-06";"good"
"76392";"076-06";"good"
"76393";"076-06";"good"
"76394";"076-06";"good"
"76395";"076-06";"good"
"76399";"076-06";"good"
"76411";"076-06";"good"
"76413";"076-06";"good"
"76414";"076-06";"good"
"76415";"076-06";"good"
"76420";"076-06";"good"
"76422";"076-06";"good"
"76424";"076-06";"good"
"76427";"076-06";"good"
"76432";"076-06";"good"
"76435";"076-06";"good"
"76437";"076-06";"good"
"76438";"076-06";"good"
"76441";"076-06";"good"
"76442";"076-06";"good"
"76454";"076-06";"good"
"76459";"076-06";"good"
"76460";"076-06";"good"
"76462";"076-06";"good"
"76465";"076-06";"good"
"76472";"076-06";"good"
"76479";"076-06";"good"
"76482";"076-06";"good"
"76487";"076-06";"good"
"76492";"076-06";"good"
"76496";"076-06";"good"
"76500";"076-06";"good"
"76505";"076-06";"good"
"76507";"076-06";"good"
"76511";"076-06";"good"
"76512";"076-06";"good"
"76515";"076-06";"good"
"76516";"076-06";"good"
"76520";"076-06";"good"
"76523";"076-06";"good"
"76526";"076-06";"good"
"76527";"076-06";"good"
"76528";"076-06";"good"
"76535";"076-06";"good"
"76537";"076-06";"good"
"76544";"076-06";"good"
"76545";"076-06";"good"
"76553";"076-06";"good"
"76562";"076-06";"good"
"76565";"076-06";"good"
"76567";"076-06";"good"
"76572";"076-06";"good"
"76584";"076-06";"good"
"76590";"076-06";"good"
"76598";"076-06";"good"
"76605";"076-06";"good"
"76606";"076-06";"good"
"76612";"076-06";"good"
"76618";"076-06";"good"
"76619";"076-06";"good"
"76620";"076-06";"good"
"76623";"076-06";"good"
"76624";"076-06";"good"
"76630";"076-06";"good"
"76635";"076-06";"good"
"76638";"076-06";"good"
"76643";"076-06";"good"
"76644";"076-06";"good"
"76645";"076-06";"good"
"76649";"076-06";"good"
"76652";"076-06";"good"
"76665";"076-06";"good"
"76666";"076-06";"good"
"76667";"076-06";"good"
"76671";"076-06";"good"
"76672";"076-06";"good"
"76677";"076-06";"good"
"76691";"076-06";"good"
"76696";"076-06";"good"
"76703";"076-06";"good"
"76704";"076-06";"good"
"76707";"076-06";"good"
"76711";"076-06";"good"
"76720";"076-06";"good"
"76724";"076-06";"good"
"76739";"076-06";"good"
"76744";"076-06";"good"
"76745";"076-06";"good"
"76749";"076-06";"good"
"76002";"076-09";"good"
"76011";"076-09";"good"
"76012";"076-09";"good"
"76013";"076-09";"good"
"76014";"076-09";"good"
"76017";"076-09";"good"
"76021";"076-09";"good"
"76033";"076-09";"good"
"76044";"076-09";"good"
"76064";"076-09";"good"
"76068";"076-09";"good"
"76076";"076-09";"good"
"76078";"076-09";"good"
"76079";"076-09";"good"
"76080";"076-09";"good"
"76082";"076-09";"good"
"76090";"076-09";"good"
"76092";"076-09";"good"
"76114";"076-09";"good"
"76115";"076-09";"good"
"76117";"076-09";"good"
"76118";"076-09";"good"
"76141";"076-09";"good"
"76143";"076-09";"good"
"76169";"076-09";"good"
"76181";"076-09";"good"
"76182";"076-09";"good"
"76183";"076-09";"good"
"76187";"076-09";"good"
"76194";"076-09";"good"
"76195";"076-09";"good"
"76196";"076-09";"good"
"76206";"076-09";"good"
"76213";"076-09";"good"
"76224";"076-09";"good"
"76226";"076-09";"good"
"76232";"076-09";"good"
"76236";"076-09";"good"
"76239";"076-09";"good"
"76240";"076-09";"good"
"76250";"076-09";"good"
"76254";"076-09";"good"
"76258";"076-09";"good"
"76259";"076-09";"good"
"76268";"076-09";"good"
"76279";"076-09";"good"
"76291";"076-09";"good"
"76298";"076-09";"good"
"76299";"076-09";"good"
"76300";"076-09";"good"
"76302";"076-09";"good"
"76303";"076-09";"good"
"76304";"076-09";"good"
"76307";"076-09";"good"
"76314";"076-09";"good"
"76317";"076-09";"good"
"76329";"076-09";"good"
"76342";"076-09";"good"
"76347";"076-09";"good"
"76357";"076-09";"good"
"76361";"076-09";"good"
"76368";"076-09";"good"
"76382";"076-09";"good"
"76386";"076-09";"good"
"76388";"076-09";"good"
"76390";"076-09";"good"
"76406";"076-09";"good"
"76408";"076-09";"good"
"76425";"076-09";"good"
"76439";"076-09";"good"
"76468";"076-09";"good"
"76470";"076-09";"good"
"76489";"076-09";"good"
"76494";"076-09";"good"
"76501";"076-09";"good"
"76508";"076-09";"good"
"76518";"076-09";"good"
"76522";"076-09";"good"
"76525";"076-09";"good"
"76529";"076-09";"good"
"76531";"076-09";"good"
"76533";"076-09";"good"
"76543";"076-09";"good"
"76551";"076-09";"good"
"76563";"076-09";"good"
"76576";"076-09";"good"
"76586";"076-09";"good"
"76587";"076-09";"good"
"76593";"076-09";"good"
"76595";"076-09";"good"
"76596";"076-09";"good"
"76600";"076-09";"good"
"76603";"076-09";"good"
"76607";"076-09";"good"
"76609";"076-09";"good"
"76615";"076-09";"good"
"76637";"076-09";"good"
"76639";"076-09";"good"
"76647";"076-09";"good"
"76650";"076-09";"good"
"76657";"076-09";"good"
"76658";"076-09";"good"
"76660";"076-09";"good"
"76663";"076-09";"good"
"76669";"076-09";"good"
"76670";"076-09";"good"
"76680";"076-09";"good"
"76684";"076-09";"good"
"76685";"076-09";"good"
"76686";"076-09";"good"
"76688";"076-09";"good"
"76689";"076-09";"good"
"76693";"076-09";"good"
"76695";"076-09";"good"
"76706";"076-09";"good"
"76708";"076-09";"good"
"76710";"076-09";"good"
"76714";"076-09";"good"
"76715";"076-09";"good"
"76716";"076-09";"good"
"76719";"076-09";"good"
"76725";"076-09";"good"
"76726";"076-09";"good"
"76734";"076-09";"good"
"76741";"076-09";"good"
"76746";"076-09";"good"
"76747";"076-09";"good"
"76751";"076-09";"good"
"76754";"076-09";"good"
"76755";"076-09";"good"
"76001";"076-10";"good"
"76006";"076-10";"good"
"76007";"076-10";"good"
"76009";"076-10";"good"
"76010";"076-10";"good"
"76015";"076-10";"good"
"76016";"076-10";"good"
"76018";"076-10";"good"
"76019";"076-10";"good"
"76023";"076-10";"good"
"76024";"076-10";"good"
"76032";"076-10";"good"
"76034";"076-10";"good"
"76036";"076-10";"good"
"76038";"076-10";"good"
"76040";"076-10";"good"
"76041";"076-10";"good"
"76043";"076-10";"good"
"76045";"076-10";"good"
"76047";"076-10";"good"
"76050";"076-10";"good"
"76051";"076-10";"good"
"76055";"076-10";"good"
"76062";"076-10";"good"
"76063";"076-10";"good"
"76070";"076-10";"good"
"76072";"076-10";"good"
"76075";"076-10";"good"
"76077";"076-10";"good"
"76083";"076-10";"good"
"76084";"076-10";"good"
"76085";"076-10";"good"
"76086";"076-10";"good"
"76087";"076-10";"good"
"76091";"076-10";"good"
"76096";"076-10";"good"
"76097";"076-10";"good"
"76104";"076-10";"good"
"76105";"076-10";"good"
"76110";"076-10";"good"
"76112";"076-10";"good"
"76119";"076-10";"good"
"76123";"076-10";"good"
"76125";"076-10";"good"
"76126";"076-10";"good"
"76128";"076-10";"good"
"76129";"076-10";"good"
"76132";"076-10";"good"
"76134";"076-10";"good"
"76136";"076-10";"good"
"76138";"076-10";"good"
"76139";"076-10";"good"
"76140";"076-10";"good"
"76144";"076-10";"good"
"76151";"076-10";"good"
"76152";"076-10";"good"
"76153";"076-10";"good"
"76156";"076-10";"good"
"76158";"076-10";"good"
"76159";"076-10";"good"
"76161";"076-10";"good"
"76162";"076-10";"good"
"76168";"076-10";"good"
"76170";"076-10";"good"
"76172";"076-10";"good"
"76173";"076-10";"good"
"76174";"076-10";"good"
"76176";"076-10";"good"
"76177";"076-10";"good"
"76179";"076-10";"good"
"76180";"076-10";"good"
"76188";"076-10";"good"
"76189";"076-10";"good"
"76190";"076-10";"good"
"76191";"076-10";"good"
"76193";"076-10";"good"
"76197";"076-10";"good"
"76198";"076-10";"good"
"76200";"076-10";"good"
"76204";"076-10";"good"
"76205";"076-10";"good"
"76214";"076-10";"good"
"76219";"076-10";"good"
"76221";"076-10";"good"
"76225";"076-10";"good"
"76227";"076-10";"good"
"76228";"076-10";"good"
"76241";"076-10";"good"
"76245";"076-10";"good"
"76247";"076-10";"good"
"76249";"076-10";"good"
"76251";"076-10";"good"
"76253";"076-10";"good"
"76264";"076-10";"good"
"76269";"076-10";"good"
"76271";"076-10";"good"
"76272";"076-10";"good"
"76274";"076-10";"good"
"76284";"076-10";"good"
"76290";"076-10";"good"
"76293";"076-10";"good"
"76294";"076-10";"good"
"76306";"076-10";"good"
"76308";"076-10";"good"
"76309";"076-10";"good"
"76315";"076-10";"good"
"76321";"076-10";"good"
"76325";"076-10";"good"
"76327";"076-10";"good"
"76328";"076-10";"good"
"76330";"076-10";"good"
"76331";"076-10";"good"
"76334";"076-10";"good"
"76336";"076-10";"good"
"76339";"076-10";"good"
"76340";"076-10";"good"
"76346";"076-10";"good"
"76348";"076-10";"good"
"76353";"076-10";"good"
"76355";"076-10";"good"
"76356";"076-10";"good"
"76360";"076-10";"good"
"76365";"076-10";"good"
"76369";"076-10";"good"
"76370";"076-10";"good"
"76373";"076-10";"good"
"76375";"076-10";"good"
"76379";"076-10";"good"
"76380";"076-10";"good"
"76383";"076-10";"good"
"76387";"076-10";"good"
"76389";"076-10";"good"
"76397";"076-10";"good"
"76400";"076-10";"good"
"76403";"076-10";"good"
"76405";"076-10";"good"
"76407";"076-10";"good"
"76416";"076-10";"good"
"76417";"076-10";"good"
"76428";"076-10";"good"
"76430";"076-10";"good"
"76443";"076-10";"good"
"76445";"076-10";"good"
"76449";"076-10";"good"
"76452";"076-10";"good"
"76456";"076-10";"good"
"76458";"076-10";"good"
"76461";"076-10";"good"
"76467";"076-10";"good"
"76478";"076-10";"good"
"76480";"076-10";"good"
"76483";"076-10";"good"
"76485";"076-10";"good"
"76488";"076-10";"good"
"76490";"076-10";"good"
"76491";"076-10";"good"
"76493";"076-10";"good"
"76504";"076-10";"good"
"76506";"076-10";"good"
"76510";"076-10";"good"
"76517";"076-10";"good"
"76519";"076-10";"good"
"76524";"076-10";"good"
"76530";"076-10";"good"
"76532";"076-10";"good"
"76538";"076-10";"good"
"76542";"076-10";"good"
"76546";"076-10";"good"
"76547";"076-10";"good"
"76549";"076-10";"good"
"76555";"076-10";"good"
"76564";"076-10";"good"
"76568";"076-10";"good"
"76569";"076-10";"good"
"76570";"076-10";"good"
"76574";"076-10";"good"
"76577";"076-10";"good"
"76578";"076-10";"good"
"76580";"076-10";"good"
"76582";"076-10";"good"
"76583";"076-10";"good"
"76588";"076-10";"good"
"76589";"076-10";"good"
"76597";"076-10";"good"
"76602";"076-10";"good"
"76604";"076-10";"good"
"76610";"076-10";"good"
"76611";"076-10";"good"
"76613";"076-10";"good"
"76621";"076-10";"good"
"76629";"076-10";"good"
"76632";"076-10";"good"
"76641";"076-10";"good"
"76642";"076-10";"good"
"76646";"076-10";"good"
"76648";"076-10";"good"
"76651";"076-10";"good"
"76653";"076-10";"good"
"76654";"076-10";"good"
"76655";"076-10";"good"
"76656";"076-10";"good"
"76662";"076-10";"good"
"76664";"076-10";"good"
"76668";"076-10";"good"
"76674";"076-10";"good"
"76675";"076-10";"good"
"76678";"076-10";"good"
"76679";"076-10";"good"
"76683";"076-10";"good"
"76690";"076-10";"good"
"76692";"076-10";"good"
"76694";"076-10";"good"
"76697";"076-10";"good"
"76698";"076-10";"good"
"76699";"076-10";"good"
"76700";"076-10";"good"
"76702";"076-10";"good"
"76718";"076-10";"good"
"76721";"076-10";"good"
"76723";"076-10";"good"
"76729";"076-10";"good"
"76730";"076-10";"good"
"76731";"076-10";"good"
"76732";"076-10";"good"
"76733";"076-10";"good"
"76735";"076-10";"good"
"76736";"076-10";"good"
"76737";"076-10";"good"
"76748";"076-10";"good"
"76752";"076-10";"good"
"76756";"076-10";"good"
"76757";"076-10";"good"
"76758";"076-10";"good"
"77006";"077-01";"good"
"77022";"077-01";"good"
"77040";"077-01";"good"
"77065";"077-01";"good"
"77069";"077-01";"good"
"77152";"077-01";"good"
"77185";"077-01";"good"
"77255";"077-01";"good"
"77269";"077-01";"good"
"77288";"077-01";"good"
"77306";"077-01";"good"
"77359";"077-01";"good"
"77378";"077-01";"good"
"77389";"077-01";"good"
"77394";"077-01";"good"
"77407";"077-01";"good"
"77410";"077-01";"good"
"77412";"077-01";"good"
"77425";"077-01";"good"
"77435";"077-01";"good"
"77487";"077-01";"good"
"77518";"077-01";"good"
"77528";"077-01";"good"
"77001";"077-02";"good"
"77003";"077-02";"good"
"77009";"077-02";"good"
"77011";"077-02";"good"
"77014";"077-02";"good"
"77016";"077-02";"good"
"77027";"077-02";"good"
"77035";"077-02";"good"
"77037";"077-02";"good"
"77041";"077-02";"good"
"77045";"077-02";"good"
"77046";"077-02";"good"
"77048";"077-02";"good"
"77050";"077-02";"good"
"77056";"077-02";"good"
"77060";"077-02";"good"
"77071";"077-02";"good"
"77088";"077-02";"good"
"77099";"077-02";"good"
"77102";"077-02";"good"
"77110";"077-02";"good"
"77112";"077-02";"good"
"77115";"077-02";"good"
"77156";"077-02";"good"
"77158";"077-02";"good"
"77168";"077-02";"good"
"77178";"077-02";"good"
"77184";"077-02";"good"
"77186";"077-02";"good"
"77198";"077-02";"good"
"77200";"077-02";"good"
"77202";"077-02";"good"
"77207";"077-02";"good"
"77216";"077-02";"good"
"77220";"077-02";"good"
"77226";"077-02";"good"
"77230";"077-02";"good"
"77244";"077-02";"good"
"77261";"077-02";"good"
"77267";"077-02";"good"
"77271";"077-02";"good"
"77297";"077-02";"good"
"77302";"077-02";"good"
"77313";"077-02";"good"
"77328";"077-02";"good"
"77329";"077-02";"good"
"77333";"077-02";"good"
"77338";"077-02";"good"
"77339";"077-02";"good"
"77340";"077-02";"good"
"77342";"077-02";"good"
"77348";"077-02";"good"
"77353";"077-02";"good"
"77370";"077-02";"good"
"77386";"077-02";"good"
"77387";"077-02";"good"
"77395";"077-02";"good"
"77399";"077-02";"good"
"77431";"077-02";"good"
"77441";"077-02";"good"
"77442";"077-02";"good"
"77458";"077-02";"good"
"77465";"077-02";"good"
"77471";"077-02";"good"
"77473";"077-02";"good"
"77477";"077-02";"good"
"77485";"077-02";"good"
"77489";"077-02";"good"
"77500";"077-02";"good"
"77504";"077-02";"good"
"77520";"077-02";"good"
"77531";"077-02";"good"
"77533";"077-02";"good"
"77004";"077-03";"good"
"77007";"077-03";"good"
"77010";"077-03";"good"
"77021";"077-03";"good"
"77029";"077-03";"good"
"77034";"077-03";"good"
"77044";"077-03";"good"
"77052";"077-03";"good"
"77054";"077-03";"good"
"77061";"077-03";"good"
"77079";"077-03";"good"
"77081";"077-03";"good"
"77082";"077-03";"good"
"77086";"077-03";"good"
"77096";"077-03";"good"
"77100";"077-03";"good"
"77103";"077-03";"good"
"77119";"077-03";"good"
"77133";"077-03";"good"
"77138";"077-03";"good"
"77145";"077-03";"good"
"77161";"077-03";"good"
"77164";"077-03";"good"
"77165";"077-03";"good"
"77166";"077-03";"good"
"77170";"077-03";"good"
"77172";"077-03";"good"
"77179";"077-03";"good"
"77188";"077-03";"good"
"77191";"077-03";"good"
"77194";"077-03";"good"
"77195";"077-03";"good"
"77210";"077-03";"good"
"77211";"077-03";"good"
"77222";"077-03";"good"
"77245";"077-03";"good"
"77266";"077-03";"good"
"77279";"077-03";"good"
"77293";"077-03";"good"
"77295";"077-03";"good"
"77299";"077-03";"good"
"77305";"077-03";"good"
"77312";"077-03";"good"
"77316";"077-03";"good"
"77317";"077-03";"good"
"77354";"077-03";"good"
"77381";"077-03";"good"
"77409";"077-03";"good"
"77419";"077-03";"good"
"77426";"077-03";"good"
"77428";"077-03";"good"
"77439";"077-03";"good"
"77453";"077-03";"good"
"77463";"077-03";"good"
"77480";"077-03";"good"
"77482";"077-03";"good"
"77491";"077-03";"good"
"77493";"077-03";"good"
"77494";"077-03";"good"
"77501";"077-03";"good"
"77506";"077-03";"good"
"77516";"077-03";"good"
"77534";"077-03";"good"
"77002";"077-04";"good"
"77012";"077-04";"good"
